age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
55,no,travel_rarely,836,n/a,8,3,n/a,84,4,female,0,3,4,manager,3,divorced,6477,19730,2,yes,14,3,3,21,2,3,5,0,2,1968,n/a,yes
45,no,n/a,1339,n/a,7,3,life sciences,1000,2,male,59,3,3,research scientist,1,n/a,9724,18787,2,no,17,3,1,11,2,3,1,0,0,1978,n/a,yes
36,yes,n/a,318,n/a,9,3,medical,1000,4,male,0,2,1,research scientist,3,n/a,3388,21777,0,n/a,17,1,1,11,0,2,1,0,0,1987,n/a,yes
36,no,travel_rarely,132,research & development,6,3,life sciences,97,2,female,55,4,1,laboratory technician,4,n/a,3038,22002,3,no,12,2,0,11,3,3,1,0,0,1987,laboratory technician  -  research & development,yes
45,no,travel_rarely,193,research & development,6,4,other,1000,4,male,52,3,3,research director,1,n/a,6477,15067,4,yes,14,2,0,11,3,4,0,0,0,1978,research director  -  research & development,no
55,no,n/a,111,n/a,1,2,n/a,106,1,male,70,3,3,sales executive,4,married,6477,18092,3,n/a,14,4,1,11,4,3,1,1,0,1968,n/a,yes
23,no,n/a,541,n/a,2,1,technical degree,113,3,male,62,3,1,sales representative,1,divorced,2322,9518,3,no,13,3,1,11,3,3,0,0,0,2000,n/a,no
32,no,travel_rarely,827,n/a,1,1,life sciences,1000,4,male,71,3,1,research scientist,1,single,6477,15178,1,no,13,4,0,11,2,3,1,0,0,1991,n/a,yes
20,yes,n/a,871,research & development,6,3,life sciences,137,4,female,66,2,1,laboratory technician,4,single,2926,19783,1,yes,18,2,0,11,5,3,1,1,0,2003,laboratory technician  -  research & development,no
37,no,n/a,1040,n/a,2,2,life sciences,139,3,male,100,2,2,healthcare representative,4,divorced,6477,15850,5,no,14,4,1,17,2,4,1,0,0,1986,n/a,no
22,no,n/a,802,research & development,15,3,n/a,144,2,female,59,3,1,laboratory technician,4,single,6477,23785,1,no,15,3,0,11,5,3,0,0,0,2001,laboratory technician  -  research & development,no
34,no,n/a,1031,n/a,24,4,life sciences,1000,24,female,45,2,2,research scientist,2,n/a,4505,15000,6,n/a,15,3,1,11,3,3,1,0,0,1989,n/a,yes
36,no,n/a,922,n/a,3,2,life sciences,155,1,female,39,3,1,laboratory technician,4,divorced,2835,2561,5,n/a,22,1,1,11,2,3,1,0,0,1987,n/a,no
19,yes,travel_rarely,528,sales,22,1,marketing,167,4,male,0,3,1,sales representative,3,single,6477,26820,1,yes,19,4,0,0,2,2,0,0,0,2004,sales representative  -  sales,yes
41,no,n/a,802,n/a,9,4,life sciences,200,3,male,94,3,1,laboratory technician,1,n/a,6477,6961,2,n/a,21,4,1,7,2,3,5,1,4,1982,n/a,yes
19,no,n/a,802,n/a,18,1,n/a,201,2,female,79,3,1,laboratory technician,2,single,6477,16102,1,no,14,4,0,1,3,3,1,0,0,2004,n/a,no
51,no,n/a,1169,n/a,7,4,n/a,211,2,male,34,2,2,manufacturing director,3,married,6477,13983,2,no,17,3,0,10,2,3,1,0,0,1972,n/a,yes
58,no,n/a,1145,n/a,9,3,n/a,214,2,female,75,2,1,research scientist,2,married,6477,11873,4,yes,20,2,1,9,3,2,1,0,0,1965,n/a,no
19,yes,travel_frequently,602,n/a,1,1,n/a,1000,3,female,100,1,1,sales representative,1,n/a,6477,20989,0,no,21,1,0,1,5,2,0,0,0,2004,n/a,yes
19,yes,travel_rarely,303,n/a,2,3,life sciences,243,2,male,0,2,1,laboratory technician,4,single,6477,9241,1,n/a,22,3,0,1,3,2,1,1,0,2004,n/a,yes
35,yes,travel_rarely,556,n/a,23,2,n/a,1000,2,male,50,2,2,manufacturing director,3,n/a,6477,15497,3,yes,13,1,0,8,1,3,1,0,1,1988,n/a,yes
38,no,travel_rarely,1261,n/a,38,4,n/a,271,4,male,0,3,2,manufacturing director,3,n/a,6553,7259,9,n/a,14,2,0,14,3,3,1,0,0,1985,n/a,no
38,yes,n/a,1180,n/a,29,1,medical,282,2,male,70,3,2,healthcare representative,1,married,6673,11354,7,yes,19,2,0,17,2,3,1,0,0,1985,n/a,no
41,no,n/a,896,sales,6,3,life sciences,1000,4,female,75,3,3,manager,4,single,13591,14674,3,yes,18,3,0,11,3,3,1,0,0,1982,manager  -  sales,no
59,no,travel_rarely,142,n/a,3,3,life sciences,309,3,male,70,2,1,research scientist,4,married,2177,8456,3,n/a,17,1,1,7,6,3,1,0,0,1964,n/a,yes
50,no,travel_rarely,854,n/a,1,4,medical,323,4,female,68,3,5,manager,4,divorced,19517,24118,3,no,11,3,1,11,3,2,7,0,6,1973,n/a,no
41,no,travel_rarely,1411,research & development,19,2,life sciences,334,3,male,36,3,2,research scientist,1,divorced,6477,19877,2,n/a,16,1,2,17,2,2,1,0,0,1982,research scientist  -  research & development,yes
45,no,n/a,252,n/a,1,3,n/a,1000,3,male,70,4,5,manager,4,n/a,19202,15970,0,n/a,11,3,1,25,2,3,24,1,7,1978,n/a,no
37,yes,n/a,504,n/a,10,3,medical,342,1,male,61,3,3,manufacturing director,3,n/a,10048,22573,6,no,11,2,2,17,5,3,1,0,0,1986,n/a,yes
51,no,n/a,833,n/a,38,3,n/a,1000,3,male,96,3,1,research scientist,4,married,2723,23231,1,no,11,2,0,1,0,2,1,0,0,1972,n/a,yes
28,yes,travel_rarely,529,n/a,2,4,life sciences,364,1,male,79,3,1,laboratory technician,3,single,6477,14935,2,n/a,11,3,0,5,5,1,0,0,0,1995,n/a,no
29,no,travel_rarely,1210,n/a,2,3,medical,1000,1,male,78,2,2,sales executive,2,married,6644,3687,2,no,19,2,2,10,2,2,0,0,0,1994,n/a,yes
31,no,travel_rarely,1463,research & development,23,3,medical,367,2,male,64,2,2,healthcare representative,4,n/a,6477,14408,0,no,21,2,1,10,2,3,9,7,8,1992,healthcare representative  -  research & development,yes
38,no,travel_rarely,322,n/a,7,2,medical,1000,1,female,44,4,2,sales executive,1,n/a,5605,19191,1,yes,24,3,1,8,3,3,8,7,7,1985,n/a,no
44,yes,travel_frequently,920,n/a,12,3,life sciences,392,12,male,43,3,1,laboratory technician,3,n/a,3161,19920,3,yes,22,4,1,19,0,1,1,0,0,1979,n/a,yes
36,no,n/a,506,n/a,3,3,technical degree,397,3,male,30,3,2,research scientist,2,single,6477,26285,4,n/a,12,4,0,10,2,3,8,7,7,1987,n/a,yes
18,yes,n/a,802,research & development,3,3,n/a,1000,3,male,54,3,1,laboratory technician,3,single,1420,25233,1,no,13,3,0,0,2,3,0,0,0,2005,laboratory technician  -  research & development,yes
36,no,n/a,566,n/a,18,4,life sciences,407,3,male,81,4,1,laboratory technician,4,married,6477,7122,4,no,18,4,2,4,2,3,1,0,0,1987,n/a,yes
18,no,n/a,812,n/a,10,3,n/a,1000,4,female,69,2,1,sales representative,3,n/a,1200,9724,1,no,12,1,0,0,2,3,0,0,0,2005,n/a,no
39,yes,travel_rarely,1162,n/a,3,2,n/a,445,4,female,41,3,2,sales executive,3,married,5238,17778,4,yes,18,1,0,12,3,2,1,0,0,1984,n/a,yes
43,no,travel_rarely,1001,research & development,15,3,n/a,1000,15,female,43,3,3,healthcare representative,1,married,9985,9262,8,no,16,1,1,11,1,2,1,0,0,1980,healthcare representative  -  research & development,yes
47,no,travel_frequently,1309,n/a,4,1,medical,1000,2,male,99,3,2,sales representative,3,n/a,6477,25751,3,no,19,1,0,5,3,3,0,0,0,1976,n/a,no
42,no,travel_rarely,810,n/a,23,5,n/a,468,1,female,44,3,4,research director,4,single,15992,15901,2,no,14,2,0,16,2,3,1,0,0,1981,n/a,no
32,no,n/a,1062,n/a,2,3,n/a,471,3,female,75,3,1,laboratory technician,2,married,2370,3956,1,no,13,3,1,8,4,3,8,0,7,1991,n/a,yes
48,no,travel_rarely,530,n/a,29,1,medical,473,1,female,91,3,3,manager,3,married,6477,23978,3,n/a,21,2,1,15,3,1,0,0,0,1975,n/a,yes
42,no,travel_rarely,1332,research & development,2,4,n/a,477,1,male,98,2,2,healthcare representative,4,n/a,6781,17078,3,n/a,23,2,0,11,6,3,1,0,0,1981,healthcare representative  -  research & development,no
36,no,non_travel,845,n/a,1,5,medical,479,4,female,45,3,2,sales executive,4,n/a,6653,15276,4,n/a,15,2,0,11,6,3,1,0,0,1987,n/a,yes
33,yes,travel_rarely,350,n/a,5,3,marketing,485,4,female,34,3,1,sales representative,3,single,2851,9150,1,n/a,13,2,0,1,2,3,1,0,0,1990,n/a,no
46,no,n/a,1144,research & development,7,4,medical,487,3,female,30,3,2,manufacturing director,3,married,5258,16044,2,n/a,14,3,0,7,2,4,1,0,0,1977,manufacturing director  -  research & development,yes
21,yes,travel_rarely,156,sales,12,3,life sciences,494,3,female,90,4,1,sales representative,2,single,6477,25422,1,n/a,15,4,0,1,0,3,1,0,0,2002,sales representative  -  sales,no
30,no,n/a,202,n/a,2,1,technical degree,508,3,male,72,3,1,sales representative,2,n/a,2476,17434,1,n/a,18,1,1,11,3,3,1,0,0,1993,n/a,yes
30,yes,travel_frequently,464,n/a,4,3,n/a,514,3,male,40,3,1,research scientist,4,single,2285,3427,9,yes,23,3,0,3,4,3,1,0,0,1993,n/a,no
32,no,travel_rarely,1305,n/a,10,4,n/a,518,3,male,49,3,2,manufacturing director,2,single,4197,21123,2,n/a,12,4,0,18,2,2,1,0,1,1986,n/a,yes
40,no,travel_rarely,555,n/a,2,3,n/a,1000,2,female,78,2,2,laboratory technician,3,married,3448,13436,6,no,22,2,1,11,3,3,1,0,0,1983,n/a,yes
28,no,travel_rarely,1300,n/a,17,2,n/a,1000,3,male,79,3,2,laboratory technician,1,n/a,4558,13535,1,n/a,12,4,1,10,2,2,10,1,8,1995,n/a,no
38,no,travel_frequently,1490,n/a,2,2,n/a,556,4,male,42,3,1,laboratory technician,4,married,1702,12106,1,yes,23,3,1,11,3,3,1,0,0,1985,n/a,no
19,yes,n/a,489,n/a,2,2,technical degree,566,1,male,0,2,1,human resources,4,single,2564,18437,1,no,12,3,0,1,3,4,1,0,0,2004,n/a,yes
57,no,travel_rarely,210,n/a,29,3,n/a,568,1,male,56,2,4,manager,4,divorced,6477,22102,3,no,12,3,1,11,3,2,1,0,0,1966,n/a,yes
47,no,travel_rarely,983,n/a,2,2,medical,1000,1,female,65,3,2,manufacturing director,4,n/a,5070,7389,5,n/a,13,3,3,20,2,3,5,0,4,1976,n/a,yes
54,no,travel_rarely,548,n/a,8,4,life sciences,1000,3,female,42,3,2,laboratory technician,3,single,3780,23428,7,n/a,11,3,0,11,3,3,1,0,0,1969,n/a,no
31,yes,travel_frequently,534,n/a,42,3,n/a,1000,42,male,66,3,3,healthcare representative,3,n/a,9824,22908,3,no,12,1,0,12,2,3,1,0,0,1992,n/a,yes
18,yes,travel_frequently,1306,n/a,5,3,marketing,614,2,male,69,3,1,sales representative,2,n/a,1878,8059,1,yes,14,4,0,11,3,3,0,0,0,2005,n/a,no
40,no,n/a,1094,n/a,28,3,other,615,3,male,58,1,3,sales executive,1,n/a,6477,11373,3,no,15,3,1,20,2,3,1,0,1,1983,n/a,yes
26,no,n/a,775,n/a,29,2,n/a,1000,1,male,45,3,2,sales executive,3,n/a,6477,4267,5,n/a,12,1,2,8,5,3,0,0,0,1997,n/a,yes
26,yes,travel_rarely,471,research & development,24,3,n/a,622,3,male,66,1,1,laboratory technician,4,single,2340,23213,1,yes,18,2,0,1,3,1,1,0,0,1997,laboratory technician  -  research & development,yes
38,no,n/a,1495,n/a,10,3,n/a,1000,3,female,76,3,2,healthcare representative,3,n/a,6477,22174,3,no,19,3,1,18,4,2,1,0,0,1985,n/a,yes
24,no,n/a,823,n/a,17,2,other,643,4,male,94,2,1,laboratory technician,2,married,2127,9100,1,no,21,4,1,1,2,3,1,0,0,1999,n/a,yes
30,yes,travel_frequently,448,n/a,12,4,n/a,648,2,male,74,2,1,sales representative,1,married,2033,14470,1,no,18,3,1,1,2,4,1,0,0,1993,n/a,yes
37,no,travel_rarely,558,n/a,2,3,marketing,656,4,male,75,3,2,sales executive,3,married,9602,3010,4,n/a,11,3,1,11,3,2,3,1,0,1986,n/a,no
20,no,travel_rarely,959,research & development,1,3,life sciences,657,4,female,83,2,1,research scientist,2,n/a,6477,11757,1,no,13,4,0,1,0,4,1,0,0,2003,research scientist  -  research & development,yes
43,no,n/a,782,n/a,14,4,other,661,2,male,50,2,4,research director,4,divorced,16627,2671,4,n/a,14,3,1,21,3,2,1,0,0,1980,n/a,no
38,no,n/a,362,n/a,27,1,life sciences,662,3,female,0,3,1,research scientist,1,n/a,6477,14561,3,no,17,4,0,8,3,2,0,0,0,1985,n/a,yes
33,no,n/a,1216,sales,8,4,marketing,1000,3,male,39,3,2,sales executive,3,divorced,6477,20431,0,n/a,12,4,0,6,3,3,5,1,2,1990,sales executive  -  sales,no
30,no,n/a,160,n/a,3,3,n/a,1000,3,female,71,3,1,research scientist,3,n/a,2083,22653,1,no,20,3,1,1,2,2,1,0,0,1993,n/a,no
29,no,n/a,802,sales,44,2,medical,690,2,female,62,3,2,sales executive,3,n/a,6477,3487,1,no,14,1,1,11,5,2,6,1,2,1994,sales executive  -  sales,no
20,yes,n/a,1362,n/a,10,1,medical,701,4,male,32,3,1,research scientist,3,single,1009,26999,1,n/a,11,4,0,11,5,3,1,1,1,2003,n/a,yes
35,no,non_travel,727,n/a,20,3,n/a,704,20,male,41,2,1,laboratory technician,3,married,6477,16900,1,no,18,3,2,1,3,3,1,0,0,1988,n/a,no
37,no,n/a,1225,n/a,10,2,life sciences,715,4,male,80,4,1,research scientist,4,single,6477,15232,3,no,17,1,0,11,2,2,1,0,0,1986,n/a,yes
38,no,n/a,168,n/a,1,3,n/a,743,3,female,81,3,3,manufacturing director,3,single,7861,15397,4,yes,14,4,0,10,4,2,1,0,0,1985,n/a,yes
29,no,n/a,1396,n/a,10,3,n/a,749,3,male,0,3,1,sales representative,3,single,2642,2755,1,no,11,3,0,1,6,2,1,0,0,1994,n/a,no
35,no,n/a,1225,n/a,2,4,n/a,1000,4,female,61,3,2,healthcare representative,1,divorced,6477,4761,2,no,11,1,1,16,2,4,1,0,0,1988,n/a,yes
38,no,travel_rarely,268,n/a,2,5,medical,773,4,male,92,3,1,research scientist,3,married,6477,20471,6,yes,13,2,1,11,0,1,1,0,1,1985,n/a,yes
34,no,travel_rarely,167,n/a,8,5,life sciences,775,2,female,32,3,2,manufacturing director,1,n/a,5121,4187,3,no,14,3,1,11,3,2,0,0,0,1989,n/a,yes
23,yes,n/a,1243,n/a,6,3,life sciences,811,3,male,0,4,1,laboratory technician,1,n/a,6477,3445,1,yes,21,3,2,1,2,3,0,0,0,2000,n/a,no
24,no,n/a,1092,n/a,9,3,life sciences,812,3,male,60,2,1,laboratory technician,2,divorced,2694,26551,1,no,11,3,3,11,4,3,1,0,0,1999,n/a,no
29,yes,travel_rarely,805,n/a,1,2,life sciences,816,2,female,36,2,1,laboratory technician,1,married,6477,6689,1,n/a,11,4,1,1,1,3,1,0,0,1994,n/a,yes
40,no,travel_frequently,720,n/a,16,4,medical,832,1,male,51,2,2,laboratory technician,3,n/a,5094,11983,6,no,14,4,0,10,6,3,1,0,0,1983,n/a,yes
30,no,travel_rarely,802,research & development,2,3,n/a,833,3,female,52,2,2,manufacturing director,4,single,6477,20234,5,n/a,24,2,0,12,4,2,0,0,0,1993,manufacturing director  -  research & development,yes
45,no,n/a,252,n/a,2,3,n/a,834,2,female,95,2,1,research scientist,3,n/a,2274,6153,1,no,14,4,0,1,3,3,1,0,0,1978,n/a,yes
27,no,n/a,443,n/a,3,3,medical,1000,4,male,50,3,1,research scientist,4,married,6477,16571,1,n/a,11,3,3,0,6,2,0,0,0,1996,n/a,yes
37,no,n/a,342,n/a,16,4,marketing,1000,4,male,66,2,2,sales executive,3,n/a,6477,24558,4,n/a,19,4,2,9,2,3,1,0,0,1986,n/a,yes
32,no,n/a,300,n/a,1,3,life sciences,1000,4,male,61,3,1,laboratory technician,4,divorced,2314,9148,0,no,12,2,1,4,2,3,3,0,2,1991,n/a,yes
53,no,travel_rarely,868,n/a,8,3,marketing,897,1,male,73,3,4,sales executive,4,married,6477,22789,5,n/a,14,3,1,28,3,3,2,2,2,1970,n/a,yes
37,no,n/a,1252,n/a,19,2,n/a,904,19,male,32,3,3,sales executive,2,single,6477,4814,1,yes,13,4,0,11,2,3,10,0,9,1986,n/a,no
32,yes,travel_rarely,374,n/a,25,4,n/a,911,1,male,87,3,1,laboratory technician,4,n/a,6477,18016,1,n/a,24,3,0,1,2,1,1,0,1,1991,n/a,yes
58,yes,travel_frequently,781,n/a,2,1,n/a,918,4,male,57,2,1,laboratory technician,4,divorced,2380,13384,9,n/a,14,4,1,3,3,2,1,0,0,1965,n/a,yes
43,no,travel_rarely,177,n/a,8,3,n/a,1000,1,female,55,3,2,manufacturing director,2,divorced,6477,23814,4,no,21,3,1,4,2,4,1,0,0,1980,n/a,no
21,yes,travel_rarely,1427,research & development,18,1,other,923,4,female,65,3,1,research scientist,4,single,6477,8870,1,no,19,1,0,11,3,2,1,0,0,2002,research scientist  -  research & development,no
34,no,n/a,546,n/a,48,3,life sciences,934,48,male,83,3,1,laboratory technician,2,n/a,2008,6896,1,no,14,2,2,1,3,3,1,1,0,1989,n/a,yes
58,no,n/a,1272,n/a,5,3,n/a,940,3,female,37,2,3,healthcare representative,2,divorced,10552,9255,2,n/a,13,4,1,24,3,3,6,0,4,1965,n/a,no
48,no,n/a,802,n/a,20,4,medical,945,4,male,51,3,1,research scientist,3,married,2259,5543,4,n/a,17,1,2,13,2,2,0,0,0,1975,n/a,no
32,no,non_travel,1184,n/a,1,3,life sciences,951,3,female,70,2,1,laboratory technician,2,married,6477,3974,6,no,20,3,0,5,3,3,3,0,2,1991,n/a,yes
25,yes,n/a,867,n/a,19,2,marketing,952,3,male,36,2,1,sales representative,2,married,2413,18798,1,yes,18,3,3,11,2,3,1,0,0,1998,n/a,no
40,no,n/a,658,sales,10,4,marketing,954,1,male,67,2,3,sales executive,2,divorced,6477,20652,2,no,12,2,1,11,2,2,1,0,0,1983,sales executive  -  sales,yes
19,yes,n/a,419,n/a,21,3,other,959,4,male,37,2,1,sales representative,2,single,2121,9947,1,yes,13,2,0,1,3,4,1,0,0,2004,n/a,no
20,yes,travel_rarely,129,research & development,4,3,technical degree,1000,1,male,84,3,1,laboratory technician,1,single,6477,13008,1,n/a,19,2,0,1,2,3,1,0,0,2003,laboratory technician  -  research & development,no
33,no,travel_rarely,1069,n/a,1,3,n/a,1000,2,female,42,2,2,healthcare representative,4,n/a,6477,12291,0,n/a,14,1,0,6,3,3,5,1,4,1990,n/a,yes
58,yes,travel_rarely,289,n/a,2,3,n/a,1000,4,male,51,3,1,research scientist,3,single,2479,26227,4,no,24,1,0,7,4,3,1,0,0,1965,n/a,no
40,yes,non_travel,1479,n/a,24,3,n/a,986,2,female,100,4,4,sales executive,2,single,13194,17071,4,n/a,16,4,0,22,2,2,1,0,0,1983,n/a,yes
29,yes,travel_rarely,906,n/a,10,3,n/a,994,4,female,92,2,1,research scientist,1,single,6477,11479,6,yes,20,3,0,3,5,3,0,0,0,1994,n/a,yes
47,no,travel_rarely,955,n/a,18,2,life sciences,1003,4,female,83,3,2,sales executive,4,single,4163,8571,1,yes,17,3,0,9,0,3,9,0,7,1976,n/a,no
18,no,n/a,287,n/a,5,2,n/a,1012,2,male,73,3,1,research scientist,4,n/a,6477,13493,1,no,15,4,0,11,2,3,0,0,0,2005,n/a,yes
20,yes,n/a,1097,n/a,16,3,medical,1000,4,female,98,2,1,research scientist,1,n/a,2600,18275,1,yes,15,1,0,1,2,3,1,0,0,2003,n/a,no
42,no,n/a,265,n/a,5,2,n/a,1029,4,male,90,3,5,manager,3,n/a,18303,7770,6,no,13,2,0,21,3,4,1,0,0,1981,n/a,yes
50,no,travel_rarely,804,research & development,9,3,n/a,1000,1,male,64,3,1,laboratory technician,4,married,2380,20165,4,no,18,2,0,8,5,3,1,0,0,1973,laboratory technician  -  research & development,yes
37,yes,travel_rarely,1141,n/a,11,2,medical,1033,1,female,61,1,2,healthcare representative,2,n/a,4777,14382,5,no,15,1,0,15,2,1,1,0,0,1986,n/a,yes
38,no,n/a,802,n/a,3,4,life sciences,1000,2,male,42,3,2,sales executive,4,n/a,6477,4981,8,yes,12,3,0,19,1,3,1,0,0,1985,n/a,no
36,yes,n/a,660,n/a,15,3,n/a,1052,1,male,81,3,2,laboratory technician,3,divorced,6477,7858,7,n/a,14,2,1,9,3,2,1,0,0,1987,n/a,yes
28,no,travel_rarely,1144,sales,10,1,medical,1056,4,male,74,3,1,sales representative,2,married,1052,23384,1,no,22,2,0,11,5,3,1,0,0,1995,sales representative  -  sales,yes
43,no,n/a,415,n/a,25,3,n/a,1076,3,male,0,2,3,sales executive,4,n/a,6477,5268,5,no,13,3,1,18,5,3,1,0,0,1980,n/a,yes
21,yes,travel_rarely,1334,research & development,10,3,n/a,1079,3,female,36,2,1,laboratory technician,1,single,6477,17258,1,no,13,1,0,1,6,2,1,1,0,2002,laboratory technician  -  research & development,yes
51,yes,travel_rarely,1323,n/a,4,4,n/a,1081,1,male,34,3,1,research scientist,3,married,2461,10332,9,n/a,12,3,3,18,2,4,10,2,7,1972,n/a,no
37,no,n/a,309,sales,10,4,n/a,1105,4,female,88,2,2,sales executive,4,divorced,6477,24223,2,yes,14,3,3,8,5,3,1,0,0,1986,sales executive  -  sales,no
28,yes,n/a,1009,research & development,1,3,medical,1111,1,male,45,2,1,laboratory technician,2,divorced,2596,7160,1,no,15,1,2,11,2,3,1,0,0,1995,laboratory technician  -  research & development,no
50,yes,n/a,802,n/a,1,4,n/a,1113,4,male,81,3,2,sales executive,3,single,4728,17251,3,yes,14,4,0,5,4,3,0,0,0,1973,n/a,yes
34,no,n/a,697,n/a,3,4,n/a,1115,3,male,40,2,1,research scientist,4,n/a,6477,22478,3,no,17,4,3,6,2,3,0,0,0,1989,n/a,yes
38,no,travel_rarely,130,n/a,2,2,marketing,1125,4,male,32,3,3,sales executive,2,single,7351,20619,7,no,16,3,0,11,2,3,1,0,0,1985,n/a,yes
42,no,n/a,188,n/a,29,3,n/a,1000,2,male,56,1,2,laboratory technician,4,n/a,6477,9558,4,n/a,19,1,0,16,3,3,1,0,0,1981,n/a,no
18,yes,n/a,247,n/a,8,1,n/a,1156,3,male,80,3,1,laboratory technician,3,single,6477,13556,1,no,12,4,0,11,0,3,0,0,0,2005,n/a,yes
41,no,n/a,167,n/a,12,4,n/a,1158,2,male,46,3,1,laboratory technician,4,n/a,4766,9051,3,yes,11,1,1,6,4,2,1,0,0,1982,n/a,no
35,no,travel_rarely,982,research & development,1,4,medical,1172,4,male,58,2,1,laboratory technician,3,n/a,2258,16340,6,no,12,2,1,11,2,3,8,1,7,1988,laboratory technician  -  research & development,yes
32,no,n/a,862,sales,2,1,n/a,1190,3,female,76,3,1,sales representative,1,n/a,2827,14947,1,n/a,12,3,3,1,3,3,1,0,0,1991,sales representative  -  sales,yes
22,yes,n/a,1256,n/a,3,4,life sciences,1000,3,male,48,2,1,research scientist,4,married,2853,4223,0,yes,11,2,1,1,5,3,0,0,0,2001,n/a,yes
44,no,non_travel,111,n/a,26,3,n/a,1206,26,male,74,1,1,research scientist,3,single,2290,4279,2,no,13,4,0,6,3,3,0,0,0,1979,n/a,yes
41,yes,non_travel,906,n/a,5,2,life sciences,1210,1,male,95,2,1,research scientist,1,n/a,2107,20293,6,no,17,1,1,5,2,1,1,0,0,1982,n/a,yes
40,no,travel_frequently,1184,n/a,2,4,n/a,1000,2,male,62,3,2,sales executive,2,n/a,6477,25440,5,no,12,4,3,11,2,3,0,0,0,1983,n/a,no
24,yes,n/a,984,n/a,17,2,life sciences,1000,4,female,97,3,1,laboratory technician,2,n/a,2210,3372,1,n/a,13,1,1,1,3,1,1,0,0,1999,n/a,yes
42,no,travel_frequently,458,n/a,26,5,medical,1242,1,female,60,3,3,research director,1,married,13191,23281,3,yes,17,3,0,11,6,3,1,0,0,1981,n/a,no
49,no,n/a,1098,research & development,4,2,medical,1256,1,male,85,2,5,manager,3,married,6477,12124,2,n/a,13,3,1,23,2,4,1,0,0,1974,manager  -  research & development,yes
48,no,travel_rarely,969,n/a,2,2,technical degree,1258,4,male,76,4,1,laboratory technician,2,single,6477,16620,5,n/a,11,3,0,7,4,2,1,0,0,1975,n/a,yes
29,no,travel_rarely,1329,research & development,7,3,n/a,1260,3,male,82,3,2,healthcare representative,4,n/a,6477,4204,1,n/a,11,2,2,6,2,3,6,1,0,1994,healthcare representative  -  research & development,yes
48,no,n/a,715,research & development,1,3,life sciences,1263,4,male,76,2,5,research director,4,single,18265,8733,6,no,12,3,0,11,3,4,1,0,0,1975,research director  -  research & development,yes
34,no,n/a,1320,n/a,20,3,technical degree,1000,3,female,89,4,1,research scientist,3,n/a,6477,21643,0,no,17,4,0,2,5,2,1,0,0,1989,n/a,yes
19,no,n/a,265,n/a,25,3,life sciences,1269,2,female,57,4,1,research scientist,4,single,6477,21221,1,n/a,12,4,0,1,2,3,1,0,1,2004,n/a,yes
23,no,n/a,373,n/a,1,2,n/a,1270,4,male,47,3,1,research scientist,3,n/a,6477,16901,1,no,22,4,1,1,2,3,1,0,1,2000,n/a,no
25,yes,travel_frequently,599,n/a,32,1,n/a,1273,3,male,73,1,1,sales representative,4,single,1118,8040,1,yes,14,4,0,1,4,3,1,1,0,1998,n/a,yes
42,no,n/a,603,n/a,34,4,medical,1000,2,female,78,4,2,research scientist,2,married,2372,5628,6,yes,16,4,0,18,2,3,1,0,0,1981,n/a,no
51,no,travel_frequently,968,n/a,6,2,medical,1000,2,female,40,2,1,laboratory technician,3,single,2838,4257,0,n/a,14,2,0,8,6,2,7,7,7,1972,n/a,no
45,no,travel_frequently,364,n/a,25,3,medical,1306,2,female,0,3,5,manager,2,n/a,18061,13035,3,n/a,22,3,0,22,4,3,0,0,0,1978,n/a,no
27,no,n/a,1291,n/a,11,3,medical,1364,3,female,98,4,1,sales representative,4,married,6477,6527,8,n/a,14,2,1,5,4,3,1,0,0,1996,n/a,yes
18,no,non_travel,1124,n/a,1,3,n/a,1368,4,female,97,3,1,laboratory technician,4,single,1611,19305,1,n/a,15,3,0,0,5,4,0,0,0,2005,n/a,no
31,yes,travel_frequently,703,n/a,2,3,n/a,1379,3,female,90,2,1,sales representative,4,single,6477,11882,7,no,14,3,0,3,3,4,1,0,0,1992,n/a,yes
31,yes,travel_frequently,802,n/a,1,4,life sciences,1427,2,female,50,1,1,sales representative,3,single,6477,16154,1,n/a,12,2,0,11,3,3,1,0,0,1992,n/a,no
31,yes,travel_rarely,202,n/a,8,3,life sciences,1433,1,female,34,2,1,research scientist,2,n/a,6477,22262,1,n/a,12,3,0,11,3,4,1,0,0,1992,n/a,no
27,no,travel_rarely,1377,n/a,11,1,life sciences,1434,2,male,91,3,1,laboratory technician,1,married,6477,7679,0,n/a,14,2,0,6,3,4,5,1,4,1996,n/a,no
39,yes,n/a,592,n/a,2,3,n/a,1458,1,female,54,2,1,laboratory technician,1,single,6477,17181,2,yes,23,2,0,11,2,4,1,0,0,1984,n/a,yes
44,no,travel_frequently,383,n/a,1,5,marketing,1481,1,female,79,3,2,sales executive,3,married,4768,9282,7,n/a,12,3,1,11,4,2,1,0,0,1979,n/a,no
30,no,n/a,990,research & development,25,3,n/a,1482,25,male,0,3,1,research scientist,3,n/a,1274,7152,1,n/a,13,2,2,1,2,2,1,0,0,1993,research scientist  -  research & development,no
