,id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
1278,1278,36,no,no aplica,0,no aplica,18,4,life sciences,1,4070,3,0,81,4,1, laboratory technician ,4,married,0,7122,4,N/A,No,18,3,4,0,2,4,2,3,1,,0,0,,1987,1000000000$,,,True
1279,1279,18,no,no aplica,0,no aplica,10,3,no aplica,1,0,4,1,69,2,1, sales representative ,3,no aplica,0,9724,1,Yes,No,12,3,1,0,0,0,2,3,0,,0,0,"1200,0",2005,1000000000$,,,0
1280,1280,39,yes,travel_rarely,0,no aplica,3,2,no aplica,1,4450,4,1,41,3,2, sales executive ,3,married,0,17778,4,Yes,Yes,18,3,1,0,0,12,3,2,1,,0,0,"5238,0",1984,1000000000$,,,True
1281,1281,43,no,travel_rarely,0, research & development ,-15,3,no aplica,1,0,15,1,43,3,3, healthcare representative ,1,marreid,0,9262,8,Yes,No,16,3,1,0,1,0,1,2,1,,0,0,"9985,0",1980,1000000000$, hEAlthCarE rEpresenTATiVe  -  Research & Development ,,True
1282,1282,47,no,travel_frequently,0,no aplica,4,1,medical,1,0,2,0,99,3,2, sales representative ,3,no aplica,0,25751,3,N/A,No,19,3,1,0,0,5,3,3,0,,0,0,,1976,1000000000$,,,False
1283,1283,42,no,travel_rarely,0,no aplica,23,5,no aplica,1,4680,1,1,44,3,4, research director ,4,single,0,15901,2,Yes,No,14,3,2,0,0,16,2,3,1,,0,0,"15992,0",1981,1000000000$,,,0
1284,1284,32,no,no aplica,0,no aplica,2,3,no aplica,1,4710,3,1,75,3,1, laboratory technician ,2,married,0,3956,1,Yes,No,13,0,3,0,1,8,4,3,8,,0,7,"2370,0",1991,1000000000$,,,True
1285,1285,48,no,travel_rarely,0,no aplica,29,1,medical,1,4730,1,1,91,3,3, manager ,3,married,0,23978,3,Yes,N/A,21,4,2,0,1,15,3,1,0,,0,0,,1975,1000000000$,,,Yes
1286,1286,42,no,travel_rarely,0, research & development ,2,4,no aplica,1,4770,1,0,98,2,2, healthcare representative ,4,no aplica,0,17078,3,N/A,N/A,23,4,2,0,0,0,6,3,1,,0,0,"6781,0",1981,1000000000$, HealTHcaRE rEPreSEntATive  -  Research & Development ,,0
1287,1287,36,no,non-travel,0,no aplica,1,5,medical,1,4790,4,1,45,3,2, sales executive ,4,no aplica,0,15276,4,Yes,N/A,15,0,2,0,0,0,6,3,1,,0,0,"6653,0",1987,1000000000$,,,1
1288,1288,33,yes,travel_rarely,0,no aplica,5,3,marketing,1,4850,4,1,34,3,1, sales representative ,3,single,0,9150,1,N/A,N/A,13,0,2,0,0,1,2,3,1,,0,0,"2851,0",1990,1000000000$,,,False
1289,1289,46,no,no aplica,0, research & development ,7,4,medical,1,4870,3,1,30,3,2, manufacturing director ,3,married,0,16044,2,N/A,N/A,14,3,3,0,0,7,2,4,1,,0,0,"5258,0",1977,1000000000$, MaNUfActuRInG diREctOr  -  Research & Development ,,True
1290,1290,21,yes,travel_rarely,0, sales ,12,3,life sciences,1,4940,3,1,90,4,1, sales representative ,2,single,0,25422,1,Yes,N/A,15,3,4,0,0,1,0,3,1,,0,0,,2002,1000000000$, saLes REPrEsentAtiVE  -  Sales ,,0
1291,1291,30,no,no aplica,0,no aplica,2,1,technical degree,1,5080,3,0,72,3,1, sales representative ,2,no aplica,0,17434,1,N/A,N/A,18,3,1,0,1,0,3,3,1,,0,0,"2476,0",1993,1000000000$,,,Yes
1292,1292,30,yes,travel_frequently,0,no aplica,4,3,no aplica,1,5140,3,0,40,3,1, research scientist ,4,single,0,3427,9,Yes,Yes,23,4,3,0,0,3,4,3,1,,0,0,"2285,0",1993,1000000000$,,,False
1293,1293,0,no,travel_rarely,0,no aplica,10,4,no aplica,1,5180,3,0,49,3,2, manufacturing director ,2,single,0,21123,2,Yes,N/A,12,3,4,0,0,18,2,2,1,,0,1,"4197,0",1986,1000000000$,,,True
1294,1294,40,no,travel_rarely,0,no aplica,2,3,no aplica,1,0,2,1,78,2,2, laboratory technician ,3,married,0,13436,6,N/A,No,22,4,2,0,1,0,3,3,1,,0,0,"3448,0",1983,1000000000$,,,1
1295,1295,28,no,travel_rarely,0,no aplica,17,2,no aplica,1,0,3,0,79,3,2, laboratory technician ,1,no aplica,0,13535,1,Yes,N/A,12,3,4,0,1,10,2,0,10,,1,8,"4558,0",1995,1000000000$,,,False
1296,1296,38,no,travel_frequently,0,no aplica,2,2,no aplica,1,5560,4,0,42,3,1, laboratory technician ,4,married,0,12106,1,Yes,Yes,23,4,3,0,1,0,3,3,1,,0,0,"1702,0",1985,1000000000$,,,False
1297,1297,19,yes,no aplica,0,no aplica,2,2,technical degree,1,5660,1,0,0,2,1, human resources ,4,single,0,18437,1,Yes,No,12,3,3,0,0,1,3,4,1,,0,0,"2564,0",2004,1000000000$,,,True
1298,1298,57,no,travel_rarely,0,no aplica,29,3,no aplica,1,5680,1,0,56,2,4, manager ,4,divorced,0,22102,3,Yes,No,12,3,3,0,1,0,3,2,1,,0,0,,1966,1000000000$,,,Yes
1299,1299,47,no,travel_rarely,0,no aplica,2,2,medical,1,0,1,1,65,3,2, manufacturing director ,4,no aplica,0,7389,5,N/A,N/A,13,0,3,0,3,20,2,3,5,,0,4,"5070,0",1976,1000000000$,,,True
1300,1300,54,no,travel_rarely,0,no aplica,8,4,life sciences,1,0,3,1,42,3,2, laboratory technician ,3,single,0,23428,7,Yes,N/A,11,3,3,80,0,0,3,3,1,,0,0,"3780,0",1969,1000000000$,,,False
1301,1301,31,yes,travel_frequently,0,no aplica,-42,3,no aplica,1,0,42,0,66,3,3, healthcare representative ,3,no aplica,0,22908,3,Yes,No,12,3,1,0,0,12,2,3,1,,0,0,"9824,0",1992,1000000000$,,,1
1302,1302,18,yes,travel_frequently,0,no aplica,5,3,marketing,1,6140,2,0,69,3,1, sales representative ,2,no aplica,0,8059,1,N/A,Yes,14,3,4,0,0,0,3,3,0,,0,0,"1878,0",2005,1000000000$,,,0
1303,1303,40,no,no aplica,0,no aplica,28,3,other,1,6150,3,0,58,1,3, sales executive ,1,no aplica,0,11373,3,N/A,No,15,3,3,0,1,20,2,3,1,,0,1,,1983,1000000000$,,,True
1304,1304,26,no,no aplica,0,no aplica,29,2,no aplica,1,0,1,0,45,3,2, sales executive ,3,no aplica,0,4267,5,N/A,N/A,12,3,1,0,2,8,5,3,0,,0,0,,1997,1000000000$,,,True
1305,1305,26,yes,travel_rarely,0, research & development ,-24,3,no aplica,1,6220,3,0,66,1,1, laboratory technician ,4,single,0,23213,1,N/A,Yes,18,3,2,0,0,1,3,1,1,,0,0,"2340,0",1997,1000000000$, LABorAtORy TEchnIciAn  -  Research & Development ,,Yes
1306,1306,38,no,no aplica,0,no aplica,10,3,no aplica,1,0,3,1,76,3,2, healthcare representative ,3,no aplica,0,22174,3,N/A,No,19,3,3,80,1,18,4,0,1,,0,0,,1985,1000000000$,,,True
1307,1307,24,no,no aplica,0,no aplica,17,2,other,1,6430,4,0,94,2,1, laboratory technician ,2,married,0,9100,1,Yes,No,21,4,4,0,1,1,2,3,1,,0,0,"2127,0",1999,1000000000$,,,Yes
1308,1308,30,yes,travel_frequently,0,no aplica,12,4,no aplica,1,6480,2,0,74,2,1, sales representative ,1,married,0,14470,1,Yes,No,18,3,3,0,1,1,2,4,1,,0,0,"2033,0",1993,1000000000$,,,True
1309,1309,37,no,travel_rarely,0,no aplica,2,3,marketing,1,6560,4,0,75,3,2, sales executive ,3,married,0,3010,4,N/A,N/A,11,3,3,0,1,0,3,2,3,,1,0,"9602,0",1986,1000000000$,,,0
1310,1310,20,no,travel_rarely,0, research & development ,1,3,life sciences,1,6570,4,1,83,2,1, research scientist ,2,no aplica,0,11757,1,N/A,No,13,0,4,80,0,1,0,4,1,,0,0,,2003,1000000000$, rEsEARcH ScieNTisT  -  Research & Development ,,Yes
1311,1311,43,no,no aplica,0,no aplica,-14,4,other,1,6610,2,0,50,2,4, research director ,4,divorced,0,2671,4,Yes,N/A,14,3,3,0,1,21,3,0,1,,0,0,"16627,0",1980,1000000000$,,,0
1312,1312,38,no,no aplica,0,no aplica,-27,1,life sciences,1,6620,3,1,0,3,1, research scientist ,1,no aplica,0,14561,3,N/A,No,17,3,4,0,0,8,3,2,0,,0,0,,1985,1000000000$,,,1
1313,1313,33,no,no aplica,0, sales ,8,4,marketing,1,0,3,0,39,3,2, sales executive ,3,divorced,0,20431,0,Yes,N/A,12,3,4,80,0,6,3,3,5,,1,2,,1990,1000000000$, SalEs eXecuTive  -  Sales ,,0
1314,1314,30,no,no aplica,0,no aplica,3,3,no aplica,1,0,3,1,71,3,1, research scientist ,3,no aplica,0,22653,1,N/A,No,20,4,3,0,1,1,2,0,1,,0,0,"2083,0",1993,1000000000$,,,False
1315,1315,29,no,no aplica,0, sales ,-44,2,medical,1,6900,2,1,62,3,2, sales executive ,3,no aplica,0,3487,1,Yes,No,14,3,1,0,1,0,5,2,6,,1,2,,1994,1000000000$, SaLeS EXEcUTiVe  -  Sales ,,0
1316,1316,20,yes,no aplica,0,no aplica,10,1,medical,1,7010,4,0,32,3,1, research scientist ,3,single,0,26999,1,N/A,N/A,11,3,4,0,0,0,5,3,1,,1,1,"1009,0",2003,1000000000$,,,1
1317,1317,35,no,non-travel,0,no aplica,-20,3,no aplica,1,7040,20,0,41,2,1, laboratory technician ,3,marreid,0,16900,1,Yes,No,18,3,3,0,2,1,3,3,1,,0,0,,1988,1000000000$,,,0
1318,1318,37,no,no aplica,0,no aplica,10,2,life sciences,1,7150,4,0,80,4,1, research scientist ,4,single,0,15232,3,Yes,No,17,3,1,0,0,0,2,0,1,,0,0,,1986,1000000000$,,,Yes
1319,1319,38,no,no aplica,0,no aplica,1,3,no aplica,1,7430,3,1,81,3,3, manufacturing director ,3,single,0,15397,4,N/A,Yes,14,0,4,0,0,10,4,0,1,,0,0,"7861,0",1985,1000000000$,,,1
1320,1320,29,no,no aplica,0,no aplica,10,3,no aplica,1,7490,3,0,0,3,1, sales representative ,3,single,0,2755,1,Yes,No,11,3,3,0,0,1,6,0,1,,0,0,"2642,0",1994,1000000000$,,,0
1321,1321,35,no,no aplica,0,no aplica,2,4,no aplica,1,0,4,1,61,3,2, healthcare representative ,1,divorced,0,4761,2,Yes,No,11,3,1,0,1,16,2,4,1,,0,0,,1988,1000000000$,,,True
1322,1322,38,no,travel_rarely,0,no aplica,2,5,medical,1,7730,4,0,92,3,1, research scientist ,3,married,0,20471,6,N/A,Yes,13,3,2,80,1,0,0,1,1,,0,1,,1985,1000000000$,,,Yes
1323,1323,34,no,travel_rarely,0,no aplica,8,5,life sciences,1,7750,2,1,32,3,2, manufacturing director ,1,no aplica,0,4187,3,N/A,No,14,3,3,0,1,0,3,0,0,,0,0,"5121,0",1989,1000000000$,,,1
1324,1324,23,yes,no aplica,0,no aplica,6,3,life sciences,1,8110,3,0,0,4,1, laboratory technician ,1,no aplica,0,3445,1,N/A,Yes,21,4,3,0,2,1,2,3,0,,0,0,,2000,1000000000$,,,False
1325,1325,0,no,no aplica,0,no aplica,9,3,life sciences,1,8120,3,0,60,2,1, laboratory technician ,2,divorced,0,26551,1,Yes,No,11,3,3,0,3,0,4,3,1,,0,0,"2694,0",1999,1000000000$,,,False
1326,1326,29,yes,travel_rarely,0,no aplica,1,2,life sciences,1,8160,2,1,36,2,1, laboratory technician ,1,married,0,6689,1,N/A,N/A,11,3,4,0,1,1,1,3,1,,0,0,,1994,1000000000$,,,1
1327,1327,40,no,travel_frequently,0,no aplica,16,4,medical,1,8320,1,0,51,2,2, laboratory technician ,3,no aplica,0,11983,6,Yes,No,14,3,4,0,0,10,6,3,1,,0,0,"5094,0",1983,1000000000$,,,1
1328,1328,30,no,travel_rarely,0, research & development ,2,3,no aplica,1,8330,3,1,52,2,2, manufacturing director ,4,single,0,20234,5,Yes,N/A,24,4,2,0,0,12,4,2,0,,0,0,,1993,1000000000$, MaNufacTuRINg DirEcTor  -  Research & Development ,,1
1329,1329,45,no,no aplica,0,no aplica,2,3,no aplica,1,8340,2,1,95,2,1, research scientist ,3,no aplica,0,6153,1,N/A,No,14,3,4,0,0,1,3,3,1,,0,0,"2274,0",1978,1000000000$,,,True
1330,1330,27,no,no aplica,0,no aplica,3,3,medical,1,0,4,0,50,3,1, research scientist ,4,married,0,16571,1,N/A,N/A,11,3,3,80,3,0,6,2,0,,0,0,,1996,1000000000$,,,True
1331,1331,37,no,no aplica,0,no aplica,16,4,marketing,1,0,4,0,66,2,2, sales executive ,3,no aplica,0,24558,4,Yes,N/A,19,0,4,80,2,9,2,3,1,,0,0,,1986,1000000000$,,,True
1332,1332,32,no,no aplica,0,no aplica,1,3,life sciences,1,0,4,0,61,3,1, laboratory technician ,4,divorced,0,9148,0,N/A,No,12,0,2,0,1,4,2,3,3,,0,2,"2314,0",1991,1000000000$,,,1
1333,1333,53,no,travel_rarely,0,no aplica,8,3,marketing,1,8970,1,0,73,3,4, sales executive ,4,married,0,22789,5,N/A,N/A,14,3,3,80,1,28,3,3,2,,2,2,,1970,1000000000$,,,Yes
1334,1334,37,no,no aplica,0,no aplica,-19,2,no aplica,1,9040,19,0,32,3,3, sales executive ,2,single,0,4814,1,N/A,Yes,13,3,4,0,0,0,2,3,10,,0,9,,1986,1000000000$,,,False
1335,1335,32,yes,travel_rarely,0,no aplica,25,4,no aplica,1,9110,1,0,87,3,1, laboratory technician ,4,no aplica,0,18016,1,Yes,N/A,24,4,3,0,0,1,2,1,1,,0,1,,1991,1000000000$,,,1
1336,1336,58,yes,travel_frequently,0,no aplica,2,1,no aplica,1,9180,4,0,57,2,1, laboratory technician ,4,divorced,0,13384,9,Yes,N/A,14,3,4,0,1,3,3,2,1,,0,0,"2380,0",1965,1000000000$,,,True
1337,1337,43,no,travel_rarely,0,no aplica,8,3,no aplica,1,0,1,1,55,3,2, manufacturing director ,2,divorced,0,23814,4,Yes,No,21,4,3,0,1,4,2,4,1,,0,0,,1980,1000000000$,,,0
1338,1338,21,yes,travel_rarely,0, research & development ,18,1,other,1,9230,4,1,65,3,1, research scientist ,4,single,0,8870,1,N/A,No,19,0,1,0,0,0,3,2,1,,0,0,,2002,1000000000$, resEaRcH scIENTiSt  -  Research & Development ,,False
1339,1339,34,no,no aplica,0,no aplica,-48,3,life sciences,1,9340,48,0,83,3,1, laboratory technician ,2,no aplica,0,6896,1,Yes,No,14,3,2,80,2,1,3,3,1,,1,0,"2008,0",1989,1000000000$,,,Yes
1340,1340,58,no,no aplica,0,no aplica,5,3,no aplica,1,9400,3,1,37,2,3, healthcare representative ,2,divorced,0,9255,2,Yes,N/A,13,0,4,0,1,24,3,3,6,,0,4,"10552,0",1965,1000000000$,,,False
1341,1341,48,no,no aplica,0,no aplica,20,4,medical,1,9450,4,0,51,3,1, research scientist ,3,married,0,5543,4,N/A,N/A,17,3,1,80,2,13,2,2,0,,0,0,"2259,0",1975,1000000000$,,,0
1342,1342,32,no,non-travel,0,no aplica,1,3,life sciences,1,9510,3,1,70,2,1, laboratory technician ,2,married,0,3974,6,N/A,No,20,0,3,0,0,5,3,3,3,,0,2,,1991,1000000000$,,,True
1343,1343,25,yes,no aplica,0,no aplica,19,2,marketing,1,9520,3,0,36,2,1, sales representative ,2,married,0,18798,1,Yes,Yes,18,0,3,80,3,0,2,3,1,,0,0,"2413,0",1998,1000000000$,,,False
1344,1344,40,no,no aplica,0, sales ,10,4,marketing,1,9540,1,0,67,2,3, sales executive ,2,divorced,0,20652,2,N/A,No,12,3,2,80,1,11,2,2,1,,0,0,,1983,1000000000$, SALes eXECuTIvE  -  Sales ,,1
1345,1345,19,yes,no aplica,0,no aplica,21,3,other,1,9590,4,0,37,2,1, sales representative ,2,single,0,9947,1,Yes,Yes,13,3,2,80,0,1,3,4,1,,0,0,"2121,0",2004,1000000000$,,,False
1346,1346,20,yes,travel_rarely,0, research & development ,4,3,technical degree,1,0,1,0,84,3,1, laboratory technician ,1,single,0,13008,1,Yes,N/A,19,3,2,80,0,1,2,3,1,,0,0,,2003,1000000000$, LabORatORy tEChnIcIAn  -  Research & Development ,,False
1347,1347,33,no,travel_rarely,0,no aplica,1,3,no aplica,1,0,2,1,42,2,2, healthcare representative ,4,no aplica,0,12291,0,N/A,N/A,14,3,1,0,0,6,3,3,5,,1,4,,1990,1000000000$,,,True
1348,1348,58,yes,travel_rarely,0,no aplica,2,3,no aplica,1,0,4,0,51,3,1, research scientist ,3,single,0,26227,4,Yes,No,24,4,1,80,0,7,4,3,1,,0,0,"2479,0",1965,1000000000$,,,0
1349,1349,40,yes,non-travel,0,no aplica,24,3,no aplica,1,9860,2,1,100,4,4, sales executive ,2,single,0,17071,4,N/A,N/A,16,3,4,0,0,22,2,2,1,,0,0,"13194,0",1983,1000000000$,,,1
1350,1350,29,yes,travel_rarely,0,no aplica,10,3,no aplica,1,9940,4,1,92,2,1, research scientist ,1,single,0,11479,6,N/A,Yes,20,4,3,0,0,3,5,3,0,,0,0,,1994,1000000000$,,,1
1351,1351,47,no,travel_rarely,0,no aplica,-18,2,life sciences,1,10030,4,1,83,3,2, sales executive ,4,single,0,8571,1,Yes,Yes,17,3,3,0,0,9,0,3,9,,0,7,"4163,0",1976,1000000000$,,,0
1352,1352,18,no,no aplica,0,no aplica,5,2,no aplica,1,10120,2,0,73,3,1, research scientist ,4,no aplica,0,13493,1,N/A,No,15,3,4,0,0,0,2,3,0,,0,0,,2005,1000000000$,,,True
1353,1353,20,yes,no aplica,0,no aplica,-16,3,medical,1,0,4,1,98,2,1, research scientist ,1,no aplica,0,18275,1,N/A,Yes,15,3,1,80,0,1,2,3,1,,0,0,"2600,0",2003,1000000000$,,,0
1354,1354,42,no,no aplica,0,no aplica,5,2,no aplica,1,10290,4,0,90,3,5, manager ,3,no aplica,0,7770,6,N/A,No,13,3,2,0,0,21,3,4,1,,0,0,"18303,0",1981,1000000000$,,,Yes
1355,1355,50,no,travel_rarely,0, research & development ,9,3,no aplica,1,0,1,0,64,3,1, laboratory technician ,4,married,0,20165,4,N/A,No,18,0,2,0,0,8,5,3,1,,0,0,"2380,0",1973,1000000000$, LaBorAtOrY teCHNICIAn  -  Research & Development ,,1
1356,1356,37,yes,travel_rarely,0,no aplica,11,2,medical,1,10330,1,1,61,1,2, healthcare representative ,2,no aplica,0,14382,5,N/A,No,15,3,1,0,0,15,2,1,1,,0,0,"4777,0",1986,1000000000$,,,1
1357,1357,38,no,no aplica,0,no aplica,3,4,life sciences,1,0,2,0,42,3,2, sales executive ,4,no aplica,0,4981,8,N/A,Yes,12,3,3,80,0,19,1,3,1,,0,0,,1985,1000000000$,,,0
1358,1358,36,yes,no aplica,0,no aplica,15,3,no aplica,1,10520,1,0,81,3,2, laboratory technician ,3,divorced,0,7858,7,N/A,N/A,14,3,2,0,1,9,3,2,1,,0,0,,1987,1000000000$,,,True
1359,1359,28,no,travel_rarely,0, sales ,10,1,medical,1,10560,4,0,74,3,1, sales representative ,2,married,0,23384,1,Yes,No,22,4,2,0,0,0,5,3,1,,0,0,"1052,0",1995,1000000000$, saLEs RePREsentAtiVE  -  Sales ,,1
1360,1360,43,no,no aplica,0,no aplica,25,3,no aplica,1,10760,3,0,0,2,3, sales executive ,4,no aplica,0,5268,5,Yes,No,13,3,3,0,1,18,5,3,1,,0,0,,1980,1000000000$,,,1
1361,1361,21,yes,travel_rarely,0, research & development ,10,3,no aplica,1,10790,3,1,36,2,1, laboratory technician ,1,single,0,17258,1,N/A,No,13,0,1,0,0,1,6,2,1,,1,0,,2002,1000000000$, laBOrATORY TechNiCiAn  -  Research & Development ,,Yes
1362,1362,51,yes,travel_rarely,0,no aplica,4,4,no aplica,1,10810,1,0,34,3,1, research scientist ,3,married,0,10332,9,N/A,N/A,12,0,3,0,3,18,2,4,10,,2,7,"2461,0",1972,1000000000$,,,0
1363,1363,37,no,no aplica,0, sales ,10,4,no aplica,1,11050,4,1,88,2,2, sales executive ,4,divorced,0,24223,2,N/A,Yes,14,0,3,0,3,8,5,3,1,,0,0,,1986,1000000000$, sALes exECutIVe  -  Sales ,,0
1364,1364,28,yes,no aplica,0, research & development ,1,3,medical,1,11110,1,0,45,2,1, laboratory technician ,2,divorced,0,7160,1,N/A,No,15,0,1,80,2,0,2,3,1,,0,0,"2596,0",1995,1000000000$, LabOraToRy technICiAN  -  Research & Development ,,0
1365,1365,50,yes,no aplica,0,no aplica,1,4,no aplica,1,11130,4,0,81,3,2, sales executive ,3,single,0,17251,3,Yes,Yes,14,3,4,80,0,5,4,3,0,,0,0,"4728,0",1973,1000000000$,,,True
1366,1366,34,no,no aplica,0,no aplica,3,4,no aplica,1,11150,3,0,40,2,1, research scientist ,4,no aplica,0,22478,3,Yes,No,17,3,4,0,3,6,2,3,0,,0,0,,1989,1000000000$,,,1
1367,1367,38,no,travel_rarely,0,no aplica,2,2,marketing,1,11250,4,0,32,3,3, sales executive ,2,single,0,20619,7,Yes,No,16,3,3,0,0,0,2,3,1,,0,0,"7351,0",1985,1000000000$,,,Yes
1368,1368,42,no,no aplica,0,no aplica,29,3,no aplica,1,0,2,0,56,1,2, laboratory technician ,4,no aplica,0,9558,4,N/A,N/A,19,3,1,0,0,16,3,3,1,,0,0,,1981,1000000000$,,,0
1369,1369,18,yes,no aplica,0,no aplica,8,1,no aplica,1,11560,3,0,80,3,1, laboratory technician ,3,single,0,13556,1,N/A,No,12,3,4,0,0,0,0,3,0,,0,0,,2005,1000000000$,,,Yes
1370,1370,41,no,no aplica,0,no aplica,12,4,no aplica,1,11580,2,0,46,3,1, laboratory technician ,4,no aplica,0,9051,3,N/A,Yes,11,3,1,80,1,6,4,0,1,,0,0,"4766,0",1982,1000000000$,,,0
1371,1371,35,no,travel_rarely,0, research & development ,1,4,medical,1,11720,4,0,58,2,1, laboratory technician ,3,no aplica,0,16340,6,Yes,No,12,3,2,0,1,0,2,3,8,,1,7,"2258,0",1988,1000000000$, lAborAtORY TeCHNIciAN  -  Research & Development ,,1
1372,1372,32,no,no aplica,0, sales ,2,1,no aplica,1,11900,3,1,76,3,1, sales representative ,1,no aplica,0,14947,1,N/A,N/A,12,3,3,80,3,1,3,3,1,,0,0,"2827,0",1991,1000000000$, SAlES rePrESentaTIVe  -  Sales ,,True
1373,1373,22,yes,no aplica,0,no aplica,3,4,life sciences,1,0,3,0,48,2,1, research scientist ,4,married,0,4223,0,N/A,Yes,11,3,2,0,1,1,5,3,0,,0,0,"2853,0",2001,1000000000$,,,True
1374,1374,44,no,non-travel,0,no aplica,-26,3,no aplica,1,12060,26,0,74,1,1, research scientist ,3,single,0,4279,2,Yes,No,13,0,4,0,0,6,3,3,0,,0,0,"2290,0",1979,1000000000$,,,Yes
1375,1375,41,yes,non-travel,0,no aplica,5,2,life sciences,1,12100,1,0,95,2,1, research scientist ,1,no aplica,0,20293,6,N/A,No,17,3,1,0,1,5,2,1,1,,0,0,"2107,0",1982,1000000000$,,,1
1376,1376,40,no,travel_frequently,0,no aplica,2,4,no aplica,1,0,2,0,62,3,2, sales executive ,2,no aplica,0,25440,5,N/A,No,12,3,4,0,3,0,2,3,0,,0,0,,1983,1000000000$,,,False
1377,1377,24,yes,no aplica,0,no aplica,17,2,life sciences,1,0,4,1,97,3,1, laboratory technician ,2,no aplica,0,3372,1,N/A,N/A,13,3,1,80,1,1,3,1,1,,0,0,"2210,0",1999,1000000000$,,,1
1378,1378,42,no,travel_frequently,0,no aplica,26,5,medical,1,12420,1,1,60,3,3, research director ,1,married,0,23281,3,N/A,Yes,17,3,3,80,0,0,6,3,1,,0,0,"13191,0",1981,1000000000$,,,False
1379,1379,49,no,no aplica,0, research & development ,4,2,medical,1,12560,1,0,85,2,5, manager ,3,married,0,12124,2,N/A,N/A,13,0,3,80,1,23,2,4,1,,0,0,,1974,1000000000$, mANager  -  Research & Development ,,True
1380,1380,48,no,travel_rarely,0,no aplica,2,2,technical degree,1,12580,4,0,76,4,1, laboratory technician ,2,single,0,16620,5,Yes,N/A,11,3,3,0,0,7,4,2,1,,0,0,,1975,1000000000$,,,True
1381,1381,29,no,travel_rarely,0, research & development ,7,3,no aplica,1,12600,3,0,82,3,2, healthcare representative ,4,no aplica,0,4204,1,N/A,N/A,11,3,2,80,2,6,2,3,6,,1,0,,1994,1000000000$, HEAlThcARe rEPREseNtATIVe  -  Research & Development ,,Yes
1382,1382,48,no,no aplica,0, research & development ,1,3,life sciences,1,12630,4,0,76,2,5, research director ,4,single,0,8733,6,N/A,No,12,3,3,0,0,0,3,4,1,,0,0,"18265,0",1975,1000000000$, REsEArCH dIrECTOr  -  Research & Development ,,True
1383,1383,34,no,no aplica,0,no aplica,20,3,technical degree,1,0,3,1,89,4,1, research scientist ,3,no aplica,0,21643,0,N/A,No,17,3,4,0,0,2,5,2,1,,0,0,,1989,1000000000$,,,True
1384,1384,19,no,no aplica,0,no aplica,25,3,life sciences,1,12690,2,1,57,4,1, research scientist ,4,single,0,21221,1,Yes,N/A,12,3,4,0,0,1,2,3,1,,0,1,,2004,1000000000$,,,Yes
1385,1385,23,no,no aplica,0,no aplica,1,2,no aplica,1,12700,4,0,47,3,1, research scientist ,3,no aplica,0,16901,1,Yes,No,22,4,4,0,1,1,2,3,1,"0,0",0,1,,2000,1000000000$,,,False
1386,1386,25,yes,travel_frequently,0,no aplica,-32,1,no aplica,1,12730,3,0,73,1,1, sales representative ,4,single,0,8040,1,Yes,Yes,14,0,4,0,0,1,4,3,1,,1,0,"1118,0",1998,1000000000$,,,1
1387,1387,42,no,no aplica,0,no aplica,-34,4,medical,1,0,2,1,78,4,2, research scientist ,2,married,0,5628,6,Yes,Yes,16,3,4,0,0,18,2,3,1,,0,0,"2372,0",1981,1000000000$,,,0
1388,1388,51,no,travel_frequently,0,no aplica,6,2,medical,1,0,2,1,40,2,1, laboratory technician ,3,single,0,4257,0,Yes,N/A,14,3,2,0,0,8,6,2,7,,7,7,"2838,0",1972,1000000000$,,,False
1389,1389,45,no,travel_frequently,0,no aplica,25,3,medical,1,13060,2,1,0,3,5, manager ,2,no aplica,0,13035,3,N/A,N/A,22,4,3,80,0,22,4,3,0,,0,0,"18061,0",1978,1000000000$,,,0
1390,1390,27,no,no aplica,0,no aplica,11,3,medical,1,13640,3,1,98,4,1, sales representative ,4,married,0,6527,8,N/A,N/A,14,0,2,0,1,5,4,3,1,,0,0,,1996,1000000000$,,,1
1391,1391,18,no,non-travel,0,no aplica,1,3,no aplica,1,13680,4,1,97,3,1, laboratory technician ,4,single,0,19305,1,Yes,N/A,15,3,3,0,0,0,5,4,0,,0,0,"1611,0",2005,1000000000$,,,0
1392,1392,31,yes,travel_frequently,0,no aplica,2,3,no aplica,1,13790,3,1,90,2,1, sales representative ,4,single,0,11882,7,N/A,No,14,3,3,0,0,3,3,4,1,,0,0,,1992,1000000000$,,,Yes
1393,1393,31,yes,travel_frequently,0,no aplica,1,4,life sciences,1,14270,2,1,50,1,1, sales representative ,3,single,0,16154,1,N/A,N/A,12,0,2,0,0,0,3,3,1,,0,0,,1992,1000000000$,,,0
1394,1394,31,yes,travel_rarely,0,no aplica,8,3,life sciences,1,14330,1,1,34,2,1, research scientist ,2,no aplica,0,22262,1,Yes,N/A,12,3,3,0,0,0,3,4,1,,0,0,,1992,1000000000$,,,False
