,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
1219,26,yes,travel_rarely,920, human resources ,20,2,,1818,4,female,69,3,1, human resources ,2,married,2148.0,6889,0,yes,11,3,0,6,3,3,5,1,4,1997, human resources  -  human resources ,yes
1220,54,no,travel_rarely,431,,7,4,medical,1830,4,female,68,3,2, research scientist ,4,married,0.0,15696,4,no,15,2,1,14,2,2,7,1,7,1969,,no
1221,36,no,travel_frequently,1213,,2,1,,1890,2,male,94,2,2, human resources ,4,,3886.0,4223,1,no,21,4,0,10,2,2,10,0,8,1987,,no
1222,32,yes,travel_frequently,238, research & development ,5,2,,1939,1,female,47,4,1, research scientist ,3,,0.0,15318,3,yes,14,1,0,8,2,3,4,0,3,1991, research scientist  -  research & development ,no
1223,32,no,,1146,,15,4,,2389,3,female,0,3,2, healthcare representative ,4,,6667.0,16542,5,no,18,2,1,9,6,3,5,1,2,1991,,yes
1224,28,yes,,1404, research & development ,17,3,,2390,3,male,32,2,1, laboratory technician ,4,,0.0,18779,5,no,12,1,1,0,2,2,4,0,3,1995, laboratory technician  -  research & development ,yes
1225,33,no,,1313,,1,2,medical,1994,2,male,59,2,1, laboratory technician ,3,divorced,0.0,20439,1,,12,3,3,0,2,2,1,0,0,1990,,no
1226,0,yes,travel_rarely,1373,,2,2,,4,4,male,92,2,1, laboratory technician ,3,single,2090.0,2396,6,yes,15,2,0,7,3,3,0,0,0,1986,,no
1227,59,no,travel_rarely,1324,,3,3,medical,10,3,female,81,4,1, laboratory technician ,1,,0.0,9964,4,,20,1,3,12,3,2,1,0,0,1964,,no
1228,30,no,travel_rarely,1358,,24,1,life sciences,2391,4,male,67,3,1, laboratory technician ,3,divorced,0.0,13335,1,,22,2,1,1,2,3,1,0,0,1993,,no
1229,22,no,,1123,,16,2,,2392,4,male,96,4,1, laboratory technician ,4,,0.0,7324,1,yes,13,2,2,0,2,2,1,0,0,2001,,no
1230,21,no,travel_rarely,391,,15,2,,30,3,male,96,3,1, research scientist ,4,single,0.0,19281,1,no,14,4,0,0,6,3,0,0,0,2002,,yes
1231,30,no,travel_rarely,125,,9,2,medical,41,4,male,83,2,1, laboratory technician ,3,,0.0,16117,1,,13,1,0,10,5,3,10,1,8,1993,,no
1232,39,yes,travel_rarely,895,,0,3,technical degree,42,18,male,56,3,2, sales representative ,4,married,2086.0,3335,3,no,14,3,1,19,6,4,1,0,0,1984,,no
1233,24,yes,travel_rarely,813,,1,3,,2393,2,male,61,3,1, research scientist ,4,,0.0,3020,2,yes,16,1,1,6,2,0,2,2,0,1999,,no
1234,35,no,,0, research & development ,4,2,other,53,3,male,75,3,1, laboratory technician ,4,divorced,1951.0,10910,1,,12,3,1,1,3,3,1,0,0,1988, laboratory technician  -  research & development ,no
1235,27,no,,1240,,2,4,life sciences,54,4,female,33,3,1, laboratory technician ,1,divorced,0.0,19715,1,,13,4,1,0,6,3,1,0,0,1996,,no
1236,26,yes,,1357,,25,3,life sciences,55,1,male,48,1,1, laboratory technician ,3,single,0.0,10558,1,,12,3,0,1,2,2,1,0,1,1997,,no
1237,37,no,,0, research & development ,0,2,life sciences,2394,2,male,73,3,1, research scientist ,2,married,3022.0,10227,4,no,21,1,0,8,1,3,1,0,0,1986, research scientist  -  research & development ,no
1238,35,no,,1229,,0,1,,2395,46,male,36,4,1, laboratory technician ,4,,0.0,4892,1,no,19,4,0,1,2,3,1,0,1,1988,,no
1239,48,yes,,626,,1,2,,64,1,male,98,2,3, laboratory technician ,3,,0.0,19294,9,,13,4,0,0,2,3,1,0,0,1975,,no
1240,35,no,non-travel,1097,,11,2,medical,70,3,male,79,2,3, healthcare representative ,1,married,0.0,8302,2,yes,13,3,1,10,3,3,4,2,3,1988,,no
1241,55,no,travel_rarely,836,,8,3,,84,4,female,0,3,4, manager ,3,divorced,0.0,19730,2,yes,14,3,3,21,2,3,5,0,2,1968,,yes
1242,45,no,,1339,,7,3,life sciences,2396,2,male,59,3,3, research scientist ,1,,9724.0,18787,2,no,17,3,1,0,2,3,1,0,0,1978,,yes
1243,36,yes,,318,,9,3,medical,2397,4,male,0,2,1, research scientist ,3,,3388.0,21777,0,,17,1,1,0,0,2,1,0,0,1987,,no
1244,36,no,travel_rarely,132, research & development ,6,3,life sciences,97,2,female,55,4,1, laboratory technician ,4,,3038.0,22002,3,no,12,2,0,0,3,3,1,0,0,1987, laboratory technician  -  research & development ,no
1245,45,no,travel_rarely,193, research & development ,6,4,other,2398,4,male,52,3,3, research director ,1,,0.0,15067,4,yes,14,2,0,0,3,4,0,0,0,1978, research director  -  research & development ,no
1246,55,no,,111,,1,2,,106,1,male,70,3,3, sales executive ,4,married,0.0,18092,3,,14,4,1,0,4,3,1,1,0,1968,,yes
1247,23,no,,541,,2,1,technical degree,113,3,male,62,3,1, sales representative ,1,divorced,2322.0,9518,3,no,13,3,1,0,3,3,0,0,0,2000,,no
1248,32,no,travel_rarely,827,,1,1,life sciences,2399,4,male,71,3,1, research scientist ,1,single,0.0,15178,1,no,13,4,0,0,2,3,1,0,0,1991,,yes
1249,20,yes,,871, research & development ,6,3,life sciences,137,4,female,66,2,1, laboratory technician ,4,single,2926.0,19783,1,yes,18,2,0,0,5,3,1,1,0,2003, laboratory technician  -  research & development ,no
1250,37,no,,1040,,2,2,life sciences,139,3,male,100,2,2, healthcare representative ,4,divorced,0.0,15850,5,no,14,4,1,17,2,4,1,0,0,1986,,no
1251,22,no,,0, research & development ,15,3,,144,2,female,59,3,1, laboratory technician ,4,single,0.0,23785,1,no,15,3,0,0,5,3,0,0,0,2001, laboratory technician  -  research & development ,no
1252,34,no,,1031,,0,4,life sciences,2400,24,female,45,2,2, research scientist ,2,,4505.0,15000,6,,15,3,1,0,3,3,1,0,0,1989,,no
1253,36,no,,922,,3,2,life sciences,155,1,female,39,3,1, laboratory technician ,4,divorced,2835.0,2561,5,,22,1,1,0,2,3,1,0,0,1987,,no
1254,19,yes,travel_rarely,528, sales ,22,1,marketing,167,4,male,0,3,1, sales representative ,3,single,0.0,26820,1,yes,19,4,0,0,2,2,0,0,0,2004, sales representative  -  sales ,yes
1255,41,no,,0,,9,4,life sciences,200,3,male,94,3,1, laboratory technician ,1,,0.0,6961,2,,21,4,1,7,2,3,5,1,4,1982,,no
1256,19,no,,0,,0,1,,201,2,female,79,3,1, laboratory technician ,2,single,0.0,16102,1,no,14,4,0,1,3,3,1,0,0,2004,,no
1257,51,no,,1169,,7,4,,211,2,male,34,2,2, manufacturing director ,3,married,0.0,13983,2,no,17,3,0,10,2,3,1,0,0,1972,,yes
1258,58,no,,1145,,9,3,,214,2,female,75,2,1, research scientist ,2,married,0.0,11873,4,yes,20,2,1,9,3,2,1,0,0,1965,,no
1259,19,yes,travel_frequently,602,,1,1,,2401,3,female,100,1,1, sales representative ,1,,0.0,20989,0,no,21,1,0,1,5,0,0,0,0,2004,,yes
1260,19,yes,travel_rarely,303,,2,3,life sciences,243,2,male,0,2,1, laboratory technician ,4,single,0.0,9241,1,,22,3,0,1,3,2,1,1,0,2004,,yes
1261,35,yes,travel_rarely,556,,23,2,,2402,2,male,50,2,2, manufacturing director ,3,,0.0,15497,3,yes,13,1,0,8,1,3,1,0,1,1988,,no
1262,38,no,travel_rarely,1261,,0,4,,271,4,male,0,3,2, manufacturing director ,3,,6553.0,7259,9,,14,2,0,14,3,3,1,0,0,1985,,no
1263,38,yes,,1180,,29,1,medical,282,2,male,70,3,2, healthcare representative ,1,married,6673.0,11354,7,yes,19,2,0,17,2,3,1,0,0,1985,,no
1264,41,no,,896, sales ,6,3,life sciences,2403,4,female,75,3,3, manager ,4,single,13591.0,14674,3,yes,18,3,0,0,3,3,1,0,0,1982, manager  -  sales ,no
1265,59,no,travel_rarely,142,,3,3,life sciences,309,3,male,70,2,1, research scientist ,4,married,2177.0,8456,3,,17,1,1,7,6,3,1,0,0,1964,,yes
1266,50,no,travel_rarely,854,,1,4,medical,323,4,female,68,3,5, manager ,4,divorced,19517.0,24118,3,no,11,3,1,0,3,2,7,0,6,1973,,no
1267,41,no,travel_rarely,1411, research & development ,19,2,life sciences,334,3,male,36,3,2, research scientist ,1,divorced,0.0,19877,2,,16,1,2,17,2,2,1,0,0,1982, research scientist  -  research & development ,no
1268,45,no,,252,,1,3,,2404,3,male,70,4,5, manager ,4,,19202.0,15970,0,,11,3,1,25,2,3,24,1,7,1978,,no
1269,37,yes,,504,,10,3,medical,342,1,male,61,3,3, manufacturing director ,3,,10048.0,22573,6,no,11,2,2,17,5,3,1,0,0,1986,,no
1270,51,no,,833,,0,3,,2405,3,male,96,3,1, research scientist ,4,married,2723.0,23231,1,no,11,2,0,1,0,2,1,0,0,1972,,no
1271,28,yes,travel_rarely,529,,2,4,life sciences,364,1,male,79,3,1, laboratory technician ,3,single,0.0,14935,2,,11,3,0,5,5,1,0,0,0,1995,,no
1272,29,no,travel_rarely,1210,,2,3,medical,2406,1,male,78,2,2, sales executive ,2,married,6644.0,3687,2,no,19,2,2,10,2,0,0,0,0,1994,,no
1273,31,no,travel_rarely,1463, research & development ,23,3,medical,367,2,male,64,2,2, healthcare representative ,4,,0.0,14408,0,no,21,2,1,10,2,3,9,7,8,1992, healthcare representative  -  research & development ,no
1274,38,no,travel_rarely,322,,7,2,medical,2407,1,female,44,4,2, sales executive ,1,,5605.0,19191,1,yes,24,3,1,8,3,3,8,7,7,1985,,no
1275,44,yes,travel_frequently,920,,0,3,life sciences,392,12,male,43,3,1, laboratory technician ,3,,3161.0,19920,3,yes,22,4,1,19,0,1,1,0,0,1979,,yes
1276,36,no,,506,,3,3,technical degree,397,3,male,30,3,2, research scientist ,2,single,0.0,26285,4,,12,4,0,10,2,3,8,7,7,1987,,yes
1277,18,yes,,0, research & development ,3,3,,2408,3,male,54,3,1, laboratory technician ,3,single,1420.0,25233,1,no,13,3,0,0,2,3,0,0,0,2005, laboratory technician  -  research & development ,no
1278,36,no,,566,,18,4,life sciences,407,3,male,81,4,1, laboratory technician ,4,married,0.0,7122,4,no,18,4,2,4,2,3,1,0,0,1987,,no
1279,18,no,,812,,10,3,,2409,4,female,69,2,1, sales representative ,3,,1200.0,9724,1,no,12,1,0,0,2,3,0,0,0,2005,,no
1280,39,yes,travel_rarely,1162,,3,2,,445,4,female,41,3,2, sales executive ,3,married,5238.0,17778,4,yes,18,1,0,12,3,2,1,0,0,1984,,no
1281,43,no,travel_rarely,1001, research & development ,0,3,,2410,15,female,43,3,3, healthcare representative ,1,married,9985.0,9262,8,no,16,1,1,0,1,2,1,0,0,1980, healthcare representative  -  research & development ,no
1282,47,no,travel_frequently,1309,,4,1,medical,2411,2,male,99,3,2, sales representative ,3,,0.0,25751,3,no,19,1,0,5,3,3,0,0,0,1976,,no
1283,42,no,travel_rarely,810,,23,5,,468,1,female,44,3,4, research director ,4,single,15992.0,15901,2,no,14,2,0,16,2,3,1,0,0,1981,,no
1284,32,no,,1062,,2,3,,471,3,female,75,3,1, laboratory technician ,2,married,2370.0,3956,1,no,13,3,1,8,4,3,8,0,7,1991,,no
1285,48,no,travel_rarely,530,,29,1,medical,473,1,female,91,3,3, manager ,3,married,0.0,23978,3,,21,2,1,15,3,1,0,0,0,1975,,yes
1286,42,no,travel_rarely,1332, research & development ,2,4,,477,1,male,98,2,2, healthcare representative ,4,,6781.0,17078,3,,23,2,0,0,6,3,1,0,0,1981, healthcare representative  -  research & development ,no
1287,36,no,non-travel,845,,1,5,medical,479,4,female,45,3,2, sales executive ,4,,6653.0,15276,4,,15,2,0,0,6,3,1,0,0,1987,,no
1288,33,yes,travel_rarely,350,,5,3,marketing,485,4,female,34,3,1, sales representative ,3,single,2851.0,9150,1,,13,2,0,1,2,3,1,0,0,1990,,no
1289,46,no,,1144, research & development ,7,4,medical,487,3,female,30,3,2, manufacturing director ,3,married,5258.0,16044,2,,14,3,0,7,2,4,1,0,0,1977, manufacturing director  -  research & development ,no
1290,21,yes,travel_rarely,156, sales ,12,3,life sciences,494,3,female,90,4,1, sales representative ,2,single,0.0,25422,1,,15,4,0,1,0,3,1,0,0,2002, sales representative  -  sales ,no
1291,30,no,,202,,2,1,technical degree,508,3,male,72,3,1, sales representative ,2,,2476.0,17434,1,,18,1,1,0,3,3,1,0,0,1993,,yes
1292,30,yes,travel_frequently,464,,4,3,,514,3,male,40,3,1, research scientist ,4,single,2285.0,3427,9,yes,23,3,0,3,4,3,1,0,0,1993,,no
1293,0,no,travel_rarely,1305,,10,4,,518,3,male,49,3,2, manufacturing director ,2,single,4197.0,21123,2,,12,4,0,18,2,2,1,0,1,1986,,no
1294,40,no,travel_rarely,555,,2,3,,2412,2,female,78,2,2, laboratory technician ,3,married,3448.0,13436,6,no,22,2,1,0,3,3,1,0,0,1983,,no
1295,28,no,travel_rarely,1300,,17,2,,2413,3,male,79,3,2, laboratory technician ,1,,4558.0,13535,1,,12,4,1,10,2,0,10,1,8,1995,,no
1296,38,no,travel_frequently,1490,,2,2,,556,4,male,42,3,1, laboratory technician ,4,married,1702.0,12106,1,yes,23,3,1,0,3,3,1,0,0,1985,,no
1297,19,yes,,489,,2,2,technical degree,566,1,male,0,2,1, human resources ,4,single,2564.0,18437,1,no,12,3,0,1,3,4,1,0,0,2004,,no
1298,57,no,travel_rarely,210,,29,3,,568,1,male,56,2,4, manager ,4,divorced,0.0,22102,3,no,12,3,1,0,3,2,1,0,0,1966,,yes
1299,47,no,travel_rarely,983,,2,2,medical,2414,1,female,65,3,2, manufacturing director ,4,,5070.0,7389,5,,13,3,3,20,2,3,5,0,4,1976,,no
1300,54,no,travel_rarely,548,,8,4,life sciences,2415,3,female,42,3,2, laboratory technician ,3,single,3780.0,23428,7,,11,3,0,0,3,3,1,0,0,1969,,no
1301,31,yes,travel_frequently,534,,0,3,,2416,42,male,66,3,3, healthcare representative ,3,,9824.0,22908,3,no,12,1,0,12,2,3,1,0,0,1992,,no
1302,18,yes,travel_frequently,1306,,5,3,marketing,614,2,male,69,3,1, sales representative ,2,,1878.0,8059,1,yes,14,4,0,0,3,3,0,0,0,2005,,no
1303,40,no,,1094,,28,3,other,615,3,male,58,1,3, sales executive ,1,,0.0,11373,3,no,15,3,1,20,2,3,1,0,1,1983,,no
1304,26,no,,775,,29,2,,2417,1,male,45,3,2, sales executive ,3,,0.0,4267,5,,12,1,2,8,5,3,0,0,0,1997,,no
1305,26,yes,travel_rarely,471, research & development ,0,3,,622,3,male,66,1,1, laboratory technician ,4,single,2340.0,23213,1,yes,18,2,0,1,3,1,1,0,0,1997, laboratory technician  -  research & development ,yes
1306,38,no,,1495,,10,3,,2418,3,female,76,3,2, healthcare representative ,3,,0.0,22174,3,no,19,3,1,18,4,0,1,0,0,1985,,no
1307,24,no,,823,,17,2,other,643,4,male,94,2,1, laboratory technician ,2,married,2127.0,9100,1,no,21,4,1,1,2,3,1,0,0,1999,,yes
1308,30,yes,travel_frequently,448,,12,4,,648,2,male,74,2,1, sales representative ,1,married,2033.0,14470,1,no,18,3,1,1,2,4,1,0,0,1993,,no
1309,37,no,travel_rarely,558,,2,3,marketing,656,4,male,75,3,2, sales executive ,3,married,9602.0,3010,4,,11,3,1,0,3,2,3,1,0,1986,,no
1310,20,no,travel_rarely,959, research & development ,1,3,life sciences,657,4,female,83,2,1, research scientist ,2,,0.0,11757,1,no,13,4,0,1,0,4,1,0,0,2003, research scientist  -  research & development ,yes
1311,43,no,,782,,0,4,other,661,2,male,50,2,4, research director ,4,divorced,16627.0,2671,4,,14,3,1,21,3,0,1,0,0,1980,,no
1312,38,no,,362,,0,1,life sciences,662,3,female,0,3,1, research scientist ,1,,0.0,14561,3,no,17,4,0,8,3,2,0,0,0,1985,,no
1313,33,no,,1216, sales ,8,4,marketing,2419,3,male,39,3,2, sales executive ,3,divorced,0.0,20431,0,,12,4,0,6,3,3,5,1,2,1990, sales executive  -  sales ,no
1314,30,no,,160,,3,3,,2420,3,female,71,3,1, research scientist ,3,,2083.0,22653,1,no,20,3,1,1,2,0,1,0,0,1993,,no
1315,29,no,,0, sales ,0,2,medical,690,2,female,62,3,2, sales executive ,3,,0.0,3487,1,no,14,1,1,0,5,2,6,1,2,1994, sales executive  -  sales ,no
1316,20,yes,,1362,,10,1,medical,701,4,male,32,3,1, research scientist ,3,single,1009.0,26999,1,,11,4,0,0,5,3,1,1,1,2003,,no
1317,35,no,non-travel,727,,0,3,,704,20,male,41,2,1, laboratory technician ,3,married,0.0,16900,1,no,18,3,2,1,3,3,1,0,0,1988,,no
1318,37,no,,1225,,10,2,life sciences,715,4,male,80,4,1, research scientist ,4,single,0.0,15232,3,no,17,1,0,0,2,0,1,0,0,1986,,yes
1319,38,no,,168,,1,3,,743,3,female,81,3,3, manufacturing director ,3,single,7861.0,15397,4,yes,14,4,0,10,4,0,1,0,0,1985,,no
1320,29,no,,1396,,10,3,,749,3,male,0,3,1, sales representative ,3,single,2642.0,2755,1,no,11,3,0,1,6,0,1,0,0,1994,,no
1321,35,no,,1225,,2,4,,2421,4,female,61,3,2, healthcare representative ,1,divorced,0.0,4761,2,no,11,1,1,16,2,4,1,0,0,1988,,no
1322,38,no,travel_rarely,268,,2,5,medical,773,4,male,92,3,1, research scientist ,3,married,0.0,20471,6,yes,13,2,1,0,0,1,1,0,1,1985,,yes
1323,34,no,travel_rarely,167,,8,5,life sciences,775,2,female,32,3,2, manufacturing director ,1,,5121.0,4187,3,no,14,3,1,0,3,0,0,0,0,1989,,no
1324,23,yes,,1243,,6,3,life sciences,811,3,male,0,4,1, laboratory technician ,1,,0.0,3445,1,yes,21,3,2,1,2,3,0,0,0,2000,,no
1325,0,no,,1092,,9,3,life sciences,812,3,male,60,2,1, laboratory technician ,2,divorced,2694.0,26551,1,no,11,3,3,0,4,3,1,0,0,1999,,no
1326,29,yes,travel_rarely,805,,1,2,life sciences,816,2,female,36,2,1, laboratory technician ,1,married,0.0,6689,1,,11,4,1,1,1,3,1,0,0,1994,,no
1327,40,no,travel_frequently,720,,16,4,medical,832,1,male,51,2,2, laboratory technician ,3,,5094.0,11983,6,no,14,4,0,10,6,3,1,0,0,1983,,no
1328,30,no,travel_rarely,0, research & development ,2,3,,833,3,female,52,2,2, manufacturing director ,4,single,0.0,20234,5,,24,2,0,12,4,2,0,0,0,1993, manufacturing director  -  research & development ,no
1329,45,no,,252,,2,3,,834,2,female,95,2,1, research scientist ,3,,2274.0,6153,1,no,14,4,0,1,3,3,1,0,0,1978,,no
1330,27,no,,443,,3,3,medical,2422,4,male,50,3,1, research scientist ,4,married,0.0,16571,1,,11,3,3,0,6,2,0,0,0,1996,,no
1331,37,no,,342,,16,4,marketing,2423,4,male,66,2,2, sales executive ,3,,0.0,24558,4,,19,4,2,9,2,3,1,0,0,1986,,no
1332,32,no,,300,,1,3,life sciences,2424,4,male,61,3,1, laboratory technician ,4,divorced,2314.0,9148,0,no,12,2,1,4,2,3,3,0,2,1991,,no
1333,53,no,travel_rarely,868,,8,3,marketing,897,1,male,73,3,4, sales executive ,4,married,0.0,22789,5,,14,3,1,28,3,3,2,2,2,1970,,yes
1334,37,no,,1252,,0,2,,904,19,male,32,3,3, sales executive ,2,single,0.0,4814,1,yes,13,4,0,0,2,3,10,0,9,1986,,no
1335,32,yes,travel_rarely,374,,25,4,,911,1,male,87,3,1, laboratory technician ,4,,0.0,18016,1,,24,3,0,1,2,1,1,0,1,1991,,no
1336,58,yes,travel_frequently,781,,2,1,,918,4,male,57,2,1, laboratory technician ,4,divorced,2380.0,13384,9,,14,4,1,3,3,2,1,0,0,1965,,no
1337,43,no,travel_rarely,177,,8,3,,2425,1,female,55,3,2, manufacturing director ,2,divorced,0.0,23814,4,no,21,3,1,4,2,4,1,0,0,1980,,no
1338,21,yes,travel_rarely,1427, research & development ,18,1,other,923,4,female,65,3,1, research scientist ,4,single,0.0,8870,1,no,19,1,0,0,3,2,1,0,0,2002, research scientist  -  research & development ,no
1339,34,no,,546,,0,3,life sciences,934,48,male,83,3,1, laboratory technician ,2,,2008.0,6896,1,no,14,2,2,1,3,3,1,1,0,1989,,yes
1340,58,no,,1272,,5,3,,940,3,female,37,2,3, healthcare representative ,2,divorced,10552.0,9255,2,,13,4,1,24,3,3,6,0,4,1965,,no
1341,48,no,,0,,20,4,medical,945,4,male,51,3,1, research scientist ,3,married,2259.0,5543,4,,17,1,2,13,2,2,0,0,0,1975,,no
1342,32,no,non-travel,1184,,1,3,life sciences,951,3,female,70,2,1, laboratory technician ,2,married,0.0,3974,6,no,20,3,0,5,3,3,3,0,2,1991,,no
1343,25,yes,,867,,19,2,marketing,952,3,male,36,2,1, sales representative ,2,married,2413.0,18798,1,yes,18,3,3,0,2,3,1,0,0,1998,,no
1344,40,no,,658, sales ,10,4,marketing,954,1,male,67,2,3, sales executive ,2,divorced,0.0,20652,2,no,12,2,1,11,2,2,1,0,0,1983, sales executive  -  sales ,no
1345,19,yes,,419,,21,3,other,959,4,male,37,2,1, sales representative ,2,single,2121.0,9947,1,yes,13,2,0,1,3,4,1,0,0,2004,,no
1346,20,yes,travel_rarely,129, research & development ,4,3,technical degree,2426,1,male,84,3,1, laboratory technician ,1,single,0.0,13008,1,,19,2,0,1,2,3,1,0,0,2003, laboratory technician  -  research & development ,no
1347,33,no,travel_rarely,1069,,1,3,,2427,2,female,42,2,2, healthcare representative ,4,,0.0,12291,0,,14,1,0,6,3,3,5,1,4,1990,,no
1348,58,yes,travel_rarely,289,,2,3,,2428,4,male,51,3,1, research scientist ,3,single,2479.0,26227,4,no,24,1,0,7,4,3,1,0,0,1965,,no
1349,40,yes,non-travel,1479,,24,3,,986,2,female,100,4,4, sales executive ,2,single,13194.0,17071,4,,16,4,0,22,2,2,1,0,0,1983,,no
1350,29,yes,travel_rarely,906,,10,3,,994,4,female,92,2,1, research scientist ,1,single,0.0,11479,6,yes,20,3,0,3,5,3,0,0,0,1994,,no
1351,47,no,travel_rarely,955,,0,2,life sciences,1003,4,female,83,3,2, sales executive ,4,single,4163.0,8571,1,yes,17,3,0,9,0,3,9,0,7,1976,,no
1352,18,no,,287,,5,2,,1012,2,male,73,3,1, research scientist ,4,,0.0,13493,1,no,15,4,0,0,2,3,0,0,0,2005,,no
1353,20,yes,,1097,,0,3,medical,2429,4,female,98,2,1, research scientist ,1,,2600.0,18275,1,yes,15,1,0,1,2,3,1,0,0,2003,,no
1354,42,no,,265,,5,2,,1029,4,male,90,3,5, manager ,3,,18303.0,7770,6,no,13,2,0,21,3,4,1,0,0,1981,,yes
1355,50,no,travel_rarely,804, research & development ,9,3,,2430,1,male,64,3,1, laboratory technician ,4,married,2380.0,20165,4,no,18,2,0,8,5,3,1,0,0,1973, laboratory technician  -  research & development ,no
1356,37,yes,travel_rarely,1141,,11,2,medical,1033,1,female,61,1,2, healthcare representative ,2,,4777.0,14382,5,no,15,1,0,15,2,1,1,0,0,1986,,no
1357,38,no,,0,,3,4,life sciences,2431,2,male,42,3,2, sales executive ,4,,0.0,4981,8,yes,12,3,0,19,1,3,1,0,0,1985,,no
1358,36,yes,,660,,15,3,,1052,1,male,81,3,2, laboratory technician ,3,divorced,0.0,7858,7,,14,2,1,9,3,2,1,0,0,1987,,no
1359,28,no,travel_rarely,1144, sales ,10,1,medical,1056,4,male,74,3,1, sales representative ,2,married,1052.0,23384,1,no,22,2,0,0,5,3,1,0,0,1995, sales representative  -  sales ,no
1360,43,no,,415,,25,3,,1076,3,male,0,2,3, sales executive ,4,,0.0,5268,5,no,13,3,1,18,5,3,1,0,0,1980,,no
1361,21,yes,travel_rarely,1334, research & development ,10,3,,1079,3,female,36,2,1, laboratory technician ,1,single,0.0,17258,1,no,13,1,0,1,6,2,1,1,0,2002, laboratory technician  -  research & development ,yes
1362,51,yes,travel_rarely,1323,,4,4,,1081,1,male,34,3,1, research scientist ,3,married,2461.0,10332,9,,12,3,3,18,2,4,10,2,7,1972,,no
1363,37,no,,309, sales ,10,4,,1105,4,female,88,2,2, sales executive ,4,divorced,0.0,24223,2,yes,14,3,3,8,5,3,1,0,0,1986, sales executive  -  sales ,no
1364,28,yes,,1009, research & development ,1,3,medical,1111,1,male,45,2,1, laboratory technician ,2,divorced,2596.0,7160,1,no,15,1,2,0,2,3,1,0,0,1995, laboratory technician  -  research & development ,no
1365,50,yes,,0,,1,4,,1113,4,male,81,3,2, sales executive ,3,single,4728.0,17251,3,yes,14,4,0,5,4,3,0,0,0,1973,,no
1366,34,no,,697,,3,4,,1115,3,male,40,2,1, research scientist ,4,,0.0,22478,3,no,17,4,3,6,2,3,0,0,0,1989,,no
1367,38,no,travel_rarely,130,,2,2,marketing,1125,4,male,32,3,3, sales executive ,2,single,7351.0,20619,7,no,16,3,0,0,2,3,1,0,0,1985,,yes
1368,42,no,,188,,29,3,,2432,2,male,56,1,2, laboratory technician ,4,,0.0,9558,4,,19,1,0,16,3,3,1,0,0,1981,,no
1369,18,yes,,247,,8,1,,1156,3,male,80,3,1, laboratory technician ,3,single,0.0,13556,1,no,12,4,0,0,0,3,0,0,0,2005,,yes
1370,41,no,,167,,12,4,,1158,2,male,46,3,1, laboratory technician ,4,,4766.0,9051,3,yes,11,1,1,6,4,0,1,0,0,1982,,no
1371,35,no,travel_rarely,982, research & development ,1,4,medical,1172,4,male,58,2,1, laboratory technician ,3,,2258.0,16340,6,no,12,2,1,0,2,3,8,1,7,1988, laboratory technician  -  research & development ,no
1372,32,no,,862, sales ,2,1,,1190,3,female,76,3,1, sales representative ,1,,2827.0,14947,1,,12,3,3,1,3,3,1,0,0,1991, sales representative  -  sales ,no
1373,22,yes,,1256,,3,4,life sciences,2433,3,male,48,2,1, research scientist ,4,married,2853.0,4223,0,yes,11,2,1,1,5,3,0,0,0,2001,,no
1374,44,no,non-travel,111,,0,3,,1206,26,male,74,1,1, research scientist ,3,single,2290.0,4279,2,no,13,4,0,6,3,3,0,0,0,1979,,yes
1375,41,yes,non-travel,906,,5,2,life sciences,1210,1,male,95,2,1, research scientist ,1,,2107.0,20293,6,no,17,1,1,5,2,1,1,0,0,1982,,no
1376,40,no,travel_frequently,1184,,2,4,,2434,2,male,62,3,2, sales executive ,2,,0.0,25440,5,no,12,4,3,0,2,3,0,0,0,1983,,no
1377,24,yes,,984,,17,2,life sciences,2435,4,female,97,3,1, laboratory technician ,2,,2210.0,3372,1,,13,1,1,1,3,1,1,0,0,1999,,no
1378,42,no,travel_frequently,458,,26,5,medical,1242,1,female,60,3,3, research director ,1,married,13191.0,23281,3,yes,17,3,0,0,6,3,1,0,0,1981,,no
1379,49,no,,1098, research & development ,4,2,medical,1256,1,male,85,2,5, manager ,3,married,0.0,12124,2,,13,3,1,23,2,4,1,0,0,1974, manager  -  research & development ,no
1380,48,no,travel_rarely,969,,2,2,technical degree,1258,4,male,76,4,1, laboratory technician ,2,single,0.0,16620,5,,11,3,0,7,4,2,1,0,0,1975,,no
1381,29,no,travel_rarely,1329, research & development ,7,3,,1260,3,male,82,3,2, healthcare representative ,4,,0.0,4204,1,,11,2,2,6,2,3,6,1,0,1994, healthcare representative  -  research & development ,yes
1382,48,no,,715, research & development ,1,3,life sciences,1263,4,male,76,2,5, research director ,4,single,18265.0,8733,6,no,12,3,0,0,3,4,1,0,0,1975, research director  -  research & development ,no
1383,34,no,,1320,,20,3,technical degree,2436,3,female,89,4,1, research scientist ,3,,0.0,21643,0,no,17,4,0,2,5,2,1,0,0,1989,,no
