,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
1260,19,yes,travel_rarely,303,N/A,2,3,life sciences,243,2,male,0,2,1, laboratory technician ,4,single,0.0,9241,1,N/A,22,3,0,3,2,1,1,0,2004,N/A,yes
1261,35,yes,travel_rarely,556,N/A,23,2,N/A,2402,2,male,50,2,2, manufacturing director ,3,N/A,0.0,15497,3,yes,13,1,0,1,3,1,0,1,1988,N/A,no
1262,38,no,travel_rarely,1261,N/A,0,4,N/A,271,4,male,0,3,2, manufacturing director ,3,N/A,6553.0,7259,9,N/A,14,2,0,3,3,1,0,0,1985,N/A,no
1263,38,yes,N/A,1180,N/A,29,1,medical,282,2,male,70,3,2, healthcare representative ,1,married,6673.0,11354,7,yes,19,2,0,2,3,1,0,0,1985,N/A,no
1264,41,no,N/A,896, sales ,6,3,life sciences,2403,4,female,75,3,3, manager ,4,single,13591.0,14674,3,yes,18,3,0,3,3,1,0,0,1982, manager  -  sales ,no
1265,59,no,travel_rarely,142,N/A,3,3,life sciences,309,3,male,70,2,1, research scientist ,4,married,2177.0,8456,3,N/A,17,1,1,6,3,1,0,0,1964,N/A,yes
1266,50,no,travel_rarely,854,N/A,1,4,medical,323,4,female,68,3,5, manager ,4,divorced,19517.0,24118,3,no,11,3,1,3,2,7,0,6,1973,N/A,no
1267,41,no,travel_rarely,1411, research & development ,19,2,life sciences,334,3,male,36,3,2, research scientist ,1,divorced,0.0,19877,2,N/A,16,1,2,2,2,1,0,0,1982, research scientist  -  research & development ,no
1268,45,no,N/A,252,N/A,1,3,N/A,2404,3,male,70,4,5, manager ,4,N/A,19202.0,15970,0,N/A,11,3,1,2,3,24,1,7,1978,N/A,no
1269,37,yes,N/A,504,N/A,10,3,medical,342,1,male,61,3,3, manufacturing director ,3,N/A,10048.0,22573,6,no,11,2,2,5,3,1,0,0,1986,N/A,no
1270,51,no,N/A,833,N/A,0,3,N/A,2405,3,male,96,3,1, research scientist ,4,married,2723.0,23231,1,no,11,2,0,0,2,1,0,0,1972,N/A,no
1271,28,yes,travel_rarely,529,N/A,2,4,life sciences,364,1,male,79,3,1, laboratory technician ,3,single,0.0,14935,2,N/A,11,3,0,5,1,0,0,0,1995,N/A,no
1272,29,no,travel_rarely,1210,N/A,2,3,medical,2406,1,male,78,2,2, sales executive ,2,married,6644.0,3687,2,no,19,2,2,2,0,0,0,0,1994,N/A,no
1273,31,no,travel_rarely,1463, research & development ,23,3,medical,367,2,male,64,2,2, healthcare representative ,4,N/A,0.0,14408,0,no,21,2,1,2,3,9,7,8,1992, healthcare representative  -  research & development ,no
1274,38,no,travel_rarely,322,N/A,7,2,medical,2407,1,female,44,4,2, sales executive ,1,N/A,5605.0,19191,1,yes,24,3,1,3,3,8,7,7,1985,N/A,no
1275,44,yes,travel_frequently,920,N/A,0,3,life sciences,392,12,male,43,3,1, laboratory technician ,3,N/A,3161.0,19920,3,yes,22,4,1,0,1,1,0,0,1979,N/A,yes
1276,36,no,N/A,506,N/A,3,3,technical degree,397,3,male,30,3,2, research scientist ,2,single,0.0,26285,4,N/A,12,4,0,2,3,8,7,7,1987,N/A,yes
1277,18,yes,N/A,0, research & development ,3,3,N/A,2408,3,male,54,3,1, laboratory technician ,3,single,1420.0,25233,1,no,13,3,0,2,3,0,0,0,2005, laboratory technician  -  research & development ,no
1278,36,no,N/A,566,N/A,18,4,life sciences,407,3,male,81,4,1, laboratory technician ,4,married,0.0,7122,4,no,18,4,2,2,3,1,0,0,1987,N/A,no
1279,18,no,N/A,812,N/A,10,3,N/A,2409,4,female,69,2,1, sales representative ,3,N/A,1200.0,9724,1,no,12,1,0,2,3,0,0,0,2005,N/A,no
1280,39,yes,travel_rarely,1162,N/A,3,2,N/A,445,4,female,41,3,2, sales executive ,3,married,5238.0,17778,4,yes,18,1,0,3,2,1,0,0,1984,N/A,no
1281,43,no,travel_rarely,1001, research & development ,0,3,N/A,2410,15,female,43,3,3, healthcare representative ,1,married,9985.0,9262,8,no,16,1,1,1,2,1,0,0,1980, healthcare representative  -  research & development ,no
1282,47,no,travel_frequently,1309,N/A,4,1,medical,2411,2,male,99,3,2, sales representative ,3,N/A,0.0,25751,3,no,19,1,0,3,3,0,0,0,1976,N/A,no
1283,42,no,travel_rarely,810,N/A,23,5,N/A,468,1,female,44,3,4, research director ,4,single,15992.0,15901,2,no,14,2,0,2,3,1,0,0,1981,N/A,no
1284,32,no,N/A,1062,N/A,2,3,N/A,471,3,female,75,3,1, laboratory technician ,2,married,2370.0,3956,1,no,13,3,1,4,3,8,0,7,1991,N/A,no
1285,48,no,travel_rarely,530,N/A,29,1,medical,473,1,female,91,3,3, manager ,3,married,0.0,23978,3,N/A,21,2,1,3,1,0,0,0,1975,N/A,yes
1286,42,no,travel_rarely,1332, research & development ,2,4,N/A,477,1,male,98,2,2, healthcare representative ,4,N/A,6781.0,17078,3,N/A,23,2,0,6,3,1,0,0,1981, healthcare representative  -  research & development ,no
1287,36,no,non-travel,845,N/A,1,5,medical,479,4,female,45,3,2, sales executive ,4,N/A,6653.0,15276,4,N/A,15,2,0,6,3,1,0,0,1987,N/A,no
1288,33,yes,travel_rarely,350,N/A,5,3,marketing,485,4,female,34,3,1, sales representative ,3,single,2851.0,9150,1,N/A,13,2,0,2,3,1,0,0,1990,N/A,no
1289,46,no,N/A,1144, research & development ,7,4,medical,487,3,female,30,3,2, manufacturing director ,3,married,5258.0,16044,2,N/A,14,3,0,2,4,1,0,0,1977, manufacturing director  -  research & development ,no
1290,21,yes,travel_rarely,156, sales ,12,3,life sciences,494,3,female,90,4,1, sales representative ,2,single,0.0,25422,1,N/A,15,4,0,0,3,1,0,0,2002, sales representative  -  sales ,no
1291,30,no,N/A,202,N/A,2,1,technical degree,508,3,male,72,3,1, sales representative ,2,N/A,2476.0,17434,1,N/A,18,1,1,3,3,1,0,0,1993,N/A,yes
1292,30,yes,travel_frequently,464,N/A,4,3,N/A,514,3,male,40,3,1, research scientist ,4,single,2285.0,3427,9,yes,23,3,0,4,3,1,0,0,1993,N/A,no
1293,0,no,travel_rarely,1305,N/A,10,4,N/A,518,3,male,49,3,2, manufacturing director ,2,single,4197.0,21123,2,N/A,12,4,0,2,2,1,0,1,1986,N/A,no
1294,40,no,travel_rarely,555,N/A,2,3,N/A,2412,2,female,78,2,2, laboratory technician ,3,married,3448.0,13436,6,no,22,2,1,3,3,1,0,0,1983,N/A,no
1295,28,no,travel_rarely,1300,N/A,17,2,N/A,2413,3,male,79,3,2, laboratory technician ,1,N/A,4558.0,13535,1,N/A,12,4,1,2,0,10,1,8,1995,N/A,no
1296,38,no,travel_frequently,1490,N/A,2,2,N/A,556,4,male,42,3,1, laboratory technician ,4,married,1702.0,12106,1,yes,23,3,1,3,3,1,0,0,1985,N/A,no
1297,19,yes,N/A,489,N/A,2,2,technical degree,566,1,male,0,2,1, human resources ,4,single,2564.0,18437,1,no,12,3,0,3,4,1,0,0,2004,N/A,no
1298,57,no,travel_rarely,210,N/A,29,3,N/A,568,1,male,56,2,4, manager ,4,divorced,0.0,22102,3,no,12,3,1,3,2,1,0,0,1966,N/A,yes
1299,47,no,travel_rarely,983,N/A,2,2,medical,2414,1,female,65,3,2, manufacturing director ,4,N/A,5070.0,7389,5,N/A,13,3,3,2,3,5,0,4,1976,N/A,no
1300,54,no,travel_rarely,548,N/A,8,4,life sciences,2415,3,female,42,3,2, laboratory technician ,3,single,3780.0,23428,7,N/A,11,3,0,3,3,1,0,0,1969,N/A,no
1301,31,yes,travel_frequently,534,N/A,0,3,N/A,2416,42,male,66,3,3, healthcare representative ,3,N/A,9824.0,22908,3,no,12,1,0,2,3,1,0,0,1992,N/A,no
1302,18,yes,travel_frequently,1306,N/A,5,3,marketing,614,2,male,69,3,1, sales representative ,2,N/A,1878.0,8059,1,yes,14,4,0,3,3,0,0,0,2005,N/A,no
1303,40,no,N/A,1094,N/A,28,3,other,615,3,male,58,1,3, sales executive ,1,N/A,0.0,11373,3,no,15,3,1,2,3,1,0,1,1983,N/A,no
1304,26,no,N/A,775,N/A,29,2,N/A,2417,1,male,45,3,2, sales executive ,3,N/A,0.0,4267,5,N/A,12,1,2,5,3,0,0,0,1997,N/A,no
1305,26,yes,travel_rarely,471, research & development ,0,3,N/A,622,3,male,66,1,1, laboratory technician ,4,single,2340.0,23213,1,yes,18,2,0,3,1,1,0,0,1997, laboratory technician  -  research & development ,yes
1306,38,no,N/A,1495,N/A,10,3,N/A,2418,3,female,76,3,2, healthcare representative ,3,N/A,0.0,22174,3,no,19,3,1,4,0,1,0,0,1985,N/A,no
1307,24,no,N/A,823,N/A,17,2,other,643,4,male,94,2,1, laboratory technician ,2,married,2127.0,9100,1,no,21,4,1,2,3,1,0,0,1999,N/A,yes
1308,30,yes,travel_frequently,448,N/A,12,4,N/A,648,2,male,74,2,1, sales representative ,1,married,2033.0,14470,1,no,18,3,1,2,4,1,0,0,1993,N/A,no
1309,37,no,travel_rarely,558,N/A,2,3,marketing,656,4,male,75,3,2, sales executive ,3,married,9602.0,3010,4,N/A,11,3,1,3,2,3,1,0,1986,N/A,no
1310,20,no,travel_rarely,959, research & development ,1,3,life sciences,657,4,female,83,2,1, research scientist ,2,N/A,0.0,11757,1,no,13,4,0,0,4,1,0,0,2003, research scientist  -  research & development ,yes
1311,43,no,N/A,782,N/A,0,4,other,661,2,male,50,2,4, research director ,4,divorced,16627.0,2671,4,N/A,14,3,1,3,0,1,0,0,1980,N/A,no
1312,38,no,N/A,362,N/A,0,1,life sciences,662,3,female,0,3,1, research scientist ,1,N/A,0.0,14561,3,no,17,4,0,3,2,0,0,0,1985,N/A,no
1313,33,no,N/A,1216, sales ,8,4,marketing,2419,3,male,39,3,2, sales executive ,3,divorced,0.0,20431,0,N/A,12,4,0,3,3,5,1,2,1990, sales executive  -  sales ,no
1314,30,no,N/A,160,N/A,3,3,N/A,2420,3,female,71,3,1, research scientist ,3,N/A,2083.0,22653,1,no,20,3,1,2,0,1,0,0,1993,N/A,no
1315,29,no,N/A,0, sales ,0,2,medical,690,2,female,62,3,2, sales executive ,3,N/A,0.0,3487,1,no,14,1,1,5,2,6,1,2,1994, sales executive  -  sales ,no
1316,20,yes,N/A,1362,N/A,10,1,medical,701,4,male,32,3,1, research scientist ,3,single,1009.0,26999,1,N/A,11,4,0,5,3,1,1,1,2003,N/A,no
1317,35,no,non-travel,727,N/A,0,3,N/A,704,20,male,41,2,1, laboratory technician ,3,married,0.0,16900,1,no,18,3,2,3,3,1,0,0,1988,N/A,no
1318,37,no,N/A,1225,N/A,10,2,life sciences,715,4,male,80,4,1, research scientist ,4,single,0.0,15232,3,no,17,1,0,2,0,1,0,0,1986,N/A,yes
1319,38,no,N/A,168,N/A,1,3,N/A,743,3,female,81,3,3, manufacturing director ,3,single,7861.0,15397,4,yes,14,4,0,4,0,1,0,0,1985,N/A,no
1320,29,no,N/A,1396,N/A,10,3,N/A,749,3,male,0,3,1, sales representative ,3,single,2642.0,2755,1,no,11,3,0,6,0,1,0,0,1994,N/A,no
1321,35,no,N/A,1225,N/A,2,4,N/A,2421,4,female,61,3,2, healthcare representative ,1,divorced,0.0,4761,2,no,11,1,1,2,4,1,0,0,1988,N/A,no
1322,38,no,travel_rarely,268,N/A,2,5,medical,773,4,male,92,3,1, research scientist ,3,married,0.0,20471,6,yes,13,2,1,0,1,1,0,1,1985,N/A,yes
1323,34,no,travel_rarely,167,N/A,8,5,life sciences,775,2,female,32,3,2, manufacturing director ,1,N/A,5121.0,4187,3,no,14,3,1,3,0,0,0,0,1989,N/A,no
1324,23,yes,N/A,1243,N/A,6,3,life sciences,811,3,male,0,4,1, laboratory technician ,1,N/A,0.0,3445,1,yes,21,3,2,2,3,0,0,0,2000,N/A,no
1325,0,no,N/A,1092,N/A,9,3,life sciences,812,3,male,60,2,1, laboratory technician ,2,divorced,2694.0,26551,1,no,11,3,3,4,3,1,0,0,1999,N/A,no
1326,29,yes,travel_rarely,805,N/A,1,2,life sciences,816,2,female,36,2,1, laboratory technician ,1,married,0.0,6689,1,N/A,11,4,1,1,3,1,0,0,1994,N/A,no
1327,40,no,travel_frequently,720,N/A,16,4,medical,832,1,male,51,2,2, laboratory technician ,3,N/A,5094.0,11983,6,no,14,4,0,6,3,1,0,0,1983,N/A,no
1328,30,no,travel_rarely,0, research & development ,2,3,N/A,833,3,female,52,2,2, manufacturing director ,4,single,0.0,20234,5,N/A,24,2,0,4,2,0,0,0,1993, manufacturing director  -  research & development ,no
1329,45,no,N/A,252,N/A,2,3,N/A,834,2,female,95,2,1, research scientist ,3,N/A,2274.0,6153,1,no,14,4,0,3,3,1,0,0,1978,N/A,no
1330,27,no,N/A,443,N/A,3,3,medical,2422,4,male,50,3,1, research scientist ,4,married,0.0,16571,1,N/A,11,3,3,6,2,0,0,0,1996,N/A,no
1331,37,no,N/A,342,N/A,16,4,marketing,2423,4,male,66,2,2, sales executive ,3,N/A,0.0,24558,4,N/A,19,4,2,2,3,1,0,0,1986,N/A,no
1332,32,no,N/A,300,N/A,1,3,life sciences,2424,4,male,61,3,1, laboratory technician ,4,divorced,2314.0,9148,0,no,12,2,1,2,3,3,0,2,1991,N/A,no
1333,53,no,travel_rarely,868,N/A,8,3,marketing,897,1,male,73,3,4, sales executive ,4,married,0.0,22789,5,N/A,14,3,1,3,3,2,2,2,1970,N/A,yes
1334,37,no,N/A,1252,N/A,0,2,N/A,904,19,male,32,3,3, sales executive ,2,single,0.0,4814,1,yes,13,4,0,2,3,10,0,9,1986,N/A,no
1335,32,yes,travel_rarely,374,N/A,25,4,N/A,911,1,male,87,3,1, laboratory technician ,4,N/A,0.0,18016,1,N/A,24,3,0,2,1,1,0,1,1991,N/A,no
1336,58,yes,travel_frequently,781,N/A,2,1,N/A,918,4,male,57,2,1, laboratory technician ,4,divorced,2380.0,13384,9,N/A,14,4,1,3,2,1,0,0,1965,N/A,no
1337,43,no,travel_rarely,177,N/A,8,3,N/A,2425,1,female,55,3,2, manufacturing director ,2,divorced,0.0,23814,4,no,21,3,1,2,4,1,0,0,1980,N/A,no
1338,21,yes,travel_rarely,1427, research & development ,18,1,other,923,4,female,65,3,1, research scientist ,4,single,0.0,8870,1,no,19,1,0,3,2,1,0,0,2002, research scientist  -  research & development ,no
1339,34,no,N/A,546,N/A,0,3,life sciences,934,48,male,83,3,1, laboratory technician ,2,N/A,2008.0,6896,1,no,14,2,2,3,3,1,1,0,1989,N/A,yes
1340,58,no,N/A,1272,N/A,5,3,N/A,940,3,female,37,2,3, healthcare representative ,2,divorced,10552.0,9255,2,N/A,13,4,1,3,3,6,0,4,1965,N/A,no
1341,48,no,N/A,0,N/A,20,4,medical,945,4,male,51,3,1, research scientist ,3,married,2259.0,5543,4,N/A,17,1,2,2,2,0,0,0,1975,N/A,no
1342,32,no,non-travel,1184,N/A,1,3,life sciences,951,3,female,70,2,1, laboratory technician ,2,married,0.0,3974,6,no,20,3,0,3,3,3,0,2,1991,N/A,no
1343,25,yes,N/A,867,N/A,19,2,marketing,952,3,male,36,2,1, sales representative ,2,married,2413.0,18798,1,yes,18,3,3,2,3,1,0,0,1998,N/A,no
1344,40,no,N/A,658, sales ,10,4,marketing,954,1,male,67,2,3, sales executive ,2,divorced,0.0,20652,2,no,12,2,1,2,2,1,0,0,1983, sales executive  -  sales ,no
1345,19,yes,N/A,419,N/A,21,3,other,959,4,male,37,2,1, sales representative ,2,single,2121.0,9947,1,yes,13,2,0,3,4,1,0,0,2004,N/A,no
1346,20,yes,travel_rarely,129, research & development ,4,3,technical degree,2426,1,male,84,3,1, laboratory technician ,1,single,0.0,13008,1,N/A,19,2,0,2,3,1,0,0,2003, laboratory technician  -  research & development ,no
1347,33,no,travel_rarely,1069,N/A,1,3,N/A,2427,2,female,42,2,2, healthcare representative ,4,N/A,0.0,12291,0,N/A,14,1,0,3,3,5,1,4,1990,N/A,no
1348,58,yes,travel_rarely,289,N/A,2,3,N/A,2428,4,male,51,3,1, research scientist ,3,single,2479.0,26227,4,no,24,1,0,4,3,1,0,0,1965,N/A,no
1349,40,yes,non-travel,1479,N/A,24,3,N/A,986,2,female,100,4,4, sales executive ,2,single,13194.0,17071,4,N/A,16,4,0,2,2,1,0,0,1983,N/A,no
1350,29,yes,travel_rarely,906,N/A,10,3,N/A,994,4,female,92,2,1, research scientist ,1,single,0.0,11479,6,yes,20,3,0,5,3,0,0,0,1994,N/A,no
1351,47,no,travel_rarely,955,N/A,0,2,life sciences,1003,4,female,83,3,2, sales executive ,4,single,4163.0,8571,1,yes,17,3,0,0,3,9,0,7,1976,N/A,no
1352,18,no,N/A,287,N/A,5,2,N/A,1012,2,male,73,3,1, research scientist ,4,N/A,0.0,13493,1,no,15,4,0,2,3,0,0,0,2005,N/A,no
1353,20,yes,N/A,1097,N/A,0,3,medical,2429,4,female,98,2,1, research scientist ,1,N/A,2600.0,18275,1,yes,15,1,0,2,3,1,0,0,2003,N/A,no
1354,42,no,N/A,265,N/A,5,2,N/A,1029,4,male,90,3,5, manager ,3,N/A,18303.0,7770,6,no,13,2,0,3,4,1,0,0,1981,N/A,yes
1355,50,no,travel_rarely,804, research & development ,9,3,N/A,2430,1,male,64,3,1, laboratory technician ,4,married,2380.0,20165,4,no,18,2,0,5,3,1,0,0,1973, laboratory technician  -  research & development ,no
1356,37,yes,travel_rarely,1141,N/A,11,2,medical,1033,1,female,61,1,2, healthcare representative ,2,N/A,4777.0,14382,5,no,15,1,0,2,1,1,0,0,1986,N/A,no
1357,38,no,N/A,0,N/A,3,4,life sciences,2431,2,male,42,3,2, sales executive ,4,N/A,0.0,4981,8,yes,12,3,0,1,3,1,0,0,1985,N/A,no
1358,36,yes,N/A,660,N/A,15,3,N/A,1052,1,male,81,3,2, laboratory technician ,3,divorced,0.0,7858,7,N/A,14,2,1,3,2,1,0,0,1987,N/A,no
1359,28,no,travel_rarely,1144, sales ,10,1,medical,1056,4,male,74,3,1, sales representative ,2,married,1052.0,23384,1,no,22,2,0,5,3,1,0,0,1995, sales representative  -  sales ,no
1360,43,no,N/A,415,N/A,25,3,N/A,1076,3,male,0,2,3, sales executive ,4,N/A,0.0,5268,5,no,13,3,1,5,3,1,0,0,1980,N/A,no
1361,21,yes,travel_rarely,1334, research & development ,10,3,N/A,1079,3,female,36,2,1, laboratory technician ,1,single,0.0,17258,1,no,13,1,0,6,2,1,1,0,2002, laboratory technician  -  research & development ,yes
1362,51,yes,travel_rarely,1323,N/A,4,4,N/A,1081,1,male,34,3,1, research scientist ,3,married,2461.0,10332,9,N/A,12,3,3,2,4,10,2,7,1972,N/A,no
1363,37,no,N/A,309, sales ,10,4,N/A,1105,4,female,88,2,2, sales executive ,4,divorced,0.0,24223,2,yes,14,3,3,5,3,1,0,0,1986, sales executive  -  sales ,no
1364,28,yes,N/A,1009, research & development ,1,3,medical,1111,1,male,45,2,1, laboratory technician ,2,divorced,2596.0,7160,1,no,15,1,2,2,3,1,0,0,1995, laboratory technician  -  research & development ,no
1365,50,yes,N/A,0,N/A,1,4,N/A,1113,4,male,81,3,2, sales executive ,3,single,4728.0,17251,3,yes,14,4,0,4,3,0,0,0,1973,N/A,no
1366,34,no,N/A,697,N/A,3,4,N/A,1115,3,male,40,2,1, research scientist ,4,N/A,0.0,22478,3,no,17,4,3,2,3,0,0,0,1989,N/A,no
1367,38,no,travel_rarely,130,N/A,2,2,marketing,1125,4,male,32,3,3, sales executive ,2,single,7351.0,20619,7,no,16,3,0,2,3,1,0,0,1985,N/A,yes
1368,42,no,N/A,188,N/A,29,3,N/A,2432,2,male,56,1,2, laboratory technician ,4,N/A,0.0,9558,4,N/A,19,1,0,3,3,1,0,0,1981,N/A,no
1369,18,yes,N/A,247,N/A,8,1,N/A,1156,3,male,80,3,1, laboratory technician ,3,single,0.0,13556,1,no,12,4,0,0,3,0,0,0,2005,N/A,yes
1370,41,no,N/A,167,N/A,12,4,N/A,1158,2,male,46,3,1, laboratory technician ,4,N/A,4766.0,9051,3,yes,11,1,1,4,0,1,0,0,1982,N/A,no
1371,35,no,travel_rarely,982, research & development ,1,4,medical,1172,4,male,58,2,1, laboratory technician ,3,N/A,2258.0,16340,6,no,12,2,1,2,3,8,1,7,1988, laboratory technician  -  research & development ,no
1372,32,no,N/A,862, sales ,2,1,N/A,1190,3,female,76,3,1, sales representative ,1,N/A,2827.0,14947,1,N/A,12,3,3,3,3,1,0,0,1991, sales representative  -  sales ,no
1373,22,yes,N/A,1256,N/A,3,4,life sciences,2433,3,male,48,2,1, research scientist ,4,married,2853.0,4223,0,yes,11,2,1,5,3,0,0,0,2001,N/A,no
1374,44,no,non-travel,111,N/A,0,3,N/A,1206,26,male,74,1,1, research scientist ,3,single,2290.0,4279,2,no,13,4,0,3,3,0,0,0,1979,N/A,yes
1375,41,yes,non-travel,906,N/A,5,2,life sciences,1210,1,male,95,2,1, research scientist ,1,N/A,2107.0,20293,6,no,17,1,1,2,1,1,0,0,1982,N/A,no
1376,40,no,travel_frequently,1184,N/A,2,4,N/A,2434,2,male,62,3,2, sales executive ,2,N/A,0.0,25440,5,no,12,4,3,2,3,0,0,0,1983,N/A,no
1377,24,yes,N/A,984,N/A,17,2,life sciences,2435,4,female,97,3,1, laboratory technician ,2,N/A,2210.0,3372,1,N/A,13,1,1,3,1,1,0,0,1999,N/A,no
1378,42,no,travel_frequently,458,N/A,26,5,medical,1242,1,female,60,3,3, research director ,1,married,13191.0,23281,3,yes,17,3,0,6,3,1,0,0,1981,N/A,no
1379,49,no,N/A,1098, research & development ,4,2,medical,1256,1,male,85,2,5, manager ,3,married,0.0,12124,2,N/A,13,3,1,2,4,1,0,0,1974, manager  -  research & development ,no
1380,48,no,travel_rarely,969,N/A,2,2,technical degree,1258,4,male,76,4,1, laboratory technician ,2,single,0.0,16620,5,N/A,11,3,0,4,2,1,0,0,1975,N/A,no
1381,29,no,travel_rarely,1329, research & development ,7,3,N/A,1260,3,male,82,3,2, healthcare representative ,4,N/A,0.0,4204,1,N/A,11,2,2,2,3,6,1,0,1994, healthcare representative  -  research & development ,yes
1382,48,no,N/A,715, research & development ,1,3,life sciences,1263,4,male,76,2,5, research director ,4,single,18265.0,8733,6,no,12,3,0,3,4,1,0,0,1975, research director  -  research & development ,no
1383,34,no,N/A,1320,N/A,20,3,technical degree,2436,3,female,89,4,1, research scientist ,3,N/A,0.0,21643,0,no,17,4,0,5,2,1,0,0,1989,N/A,no
1384,19,no,N/A,265,N/A,25,3,life sciences,1269,2,female,57,4,1, research scientist ,4,single,0.0,21221,1,N/A,12,4,0,2,3,1,0,1,2004,N/A,yes
1385,23,no,N/A,373,N/A,1,2,N/A,1270,4,male,47,3,1, research scientist ,3,N/A,0.0,16901,1,no,22,4,1,2,3,1,0,1,2000,N/A,no
1386,25,yes,travel_frequently,599,N/A,0,1,N/A,1273,3,male,73,1,1, sales representative ,4,single,1118.0,8040,1,yes,14,4,0,4,3,1,1,0,1998,N/A,no
1387,42,no,N/A,603,N/A,0,4,medical,2437,2,female,78,4,2, research scientist ,2,married,2372.0,5628,6,yes,16,4,0,2,3,1,0,0,1981,N/A,no
1388,51,no,travel_frequently,968,N/A,6,2,medical,2438,2,female,40,2,1, laboratory technician ,3,single,2838.0,4257,0,N/A,14,2,0,6,2,7,7,7,1972,N/A,no
1389,45,no,travel_frequently,364,N/A,25,3,medical,1306,2,female,0,3,5, manager ,2,N/A,18061.0,13035,3,N/A,22,3,0,4,3,0,0,0,1978,N/A,no
1390,27,no,N/A,1291,N/A,11,3,medical,1364,3,female,98,4,1, sales representative ,4,married,0.0,6527,8,N/A,14,2,1,4,3,1,0,0,1996,N/A,no
1391,18,no,non-travel,1124,N/A,1,3,N/A,1368,4,female,97,3,1, laboratory technician ,4,single,1611.0,19305,1,N/A,15,3,0,5,4,0,0,0,2005,N/A,no
1392,31,yes,travel_frequently,703,N/A,2,3,N/A,1379,3,female,90,2,1, sales representative ,4,single,0.0,11882,7,no,14,3,0,3,4,1,0,0,1992,N/A,yes
1393,31,yes,travel_frequently,0,N/A,1,4,life sciences,1427,2,female,50,1,1, sales representative ,3,single,0.0,16154,1,N/A,12,2,0,3,3,1,0,0,1992,N/A,no
1394,31,yes,travel_rarely,202,N/A,8,3,life sciences,1433,1,female,34,2,1, research scientist ,2,N/A,0.0,22262,1,N/A,12,3,0,3,4,1,0,0,1992,N/A,no
1395,27,no,travel_rarely,1377,N/A,11,1,life sciences,1434,2,male,91,3,1, laboratory technician ,1,married,0.0,7679,0,N/A,14,2,0,3,4,5,1,4,1996,N/A,no
1396,39,yes,N/A,592,N/A,2,3,N/A,1458,1,female,54,2,1, laboratory technician ,1,single,0.0,17181,2,yes,23,2,0,2,4,1,0,0,1984,N/A,no
1397,44,no,travel_frequently,383,N/A,1,5,marketing,1481,1,female,79,3,2, sales executive ,3,married,4768.0,9282,7,N/A,12,3,1,4,2,1,0,0,1979,N/A,no
1398,30,no,N/A,990, research & development ,0,3,N/A,1482,25,male,0,3,1, research scientist ,3,N/A,1274.0,7152,1,N/A,13,2,2,2,2,1,0,0,1993, research scientist  -  research & development ,no
1399,35,no,travel_rarely,660,N/A,0,1,life sciences,2439,4,male,76,3,1, sales representative ,3,N/A,2404.0,16192,1,no,13,1,1,3,3,1,0,0,1988,N/A,no
1400,24,yes,travel_frequently,381,N/A,9,3,N/A,1494,2,male,89,3,1, laboratory technician ,1,N/A,0.0,16998,2,N/A,11,3,0,2,2,0,0,0,1999,N/A,no
1401,24,no,N/A,830,N/A,13,2,N/A,2440,4,female,78,3,1, sales representative ,2,married,2033.0,7103,1,N/A,13,3,1,2,0,1,0,0,1999,N/A,no
1402,28,yes,N/A,289,N/A,2,2,medical,1504,3,male,0,2,1, laboratory technician ,1,single,2561.0,5355,7,no,11,3,0,2,2,0,0,0,1995,N/A,no
1403,28,no,travel_rarely,1423,N/A,1,3,life sciences,2441,1,male,72,2,1, research scientist ,3,N/A,1563.0,12530,1,N/A,14,4,1,2,1,1,0,0,1995,N/A,no
1404,33,no,N/A,516,N/A,8,5,N/A,1515,4,male,69,3,2, healthcare representative ,3,N/A,6388.0,22049,2,N/A,17,1,0,6,3,0,0,0,1990,N/A,yes
1405,39,no,travel_rarely,1089,N/A,6,3,N/A,1525,2,female,32,3,3, manufacturing director ,2,single,8376.0,9150,4,N/A,18,4,0,3,3,2,2,2,1984,N/A,no
1406,42,no,N/A,1210,N/A,2,3,medical,1542,3,male,68,2,1, laboratory technician ,2,married,4841.0,24052,4,N/A,14,2,1,3,0,1,0,0,1981,N/A,no
1407,29,no,travel_rarely,598,N/A,9,3,N/A,1558,3,male,91,4,1, research scientist ,3,married,0.0,22376,6,no,18,1,2,2,2,1,0,0,1994,N/A,no
1408,35,no,travel_rarely,992,N/A,1,3,N/A,1564,4,male,68,2,1, laboratory technician ,1,N/A,0.0,21731,1,no,19,2,0,3,3,3,1,2,1988,N/A,no
1409,35,yes,travel_rarely,104,N/A,0,3,N/A,2442,14,female,69,3,1, laboratory technician ,1,N/A,2074.0,26619,1,N/A,12,4,1,2,3,1,0,0,1988,N/A,no
1410,34,no,N/A,479,N/A,0,4,medical,1577,13,male,35,3,1, research scientist ,4,single,2972.0,22061,1,N/A,13,3,0,4,0,1,0,0,1989,N/A,no
1411,26,no,travel_rarely,474,N/A,3,3,N/A,1581,1,female,89,3,1, research scientist ,4,N/A,0.0,11133,1,N/A,21,1,0,5,3,1,0,0,1997,N/A,no
